n.d=no determined,,CRUISE,YEAR,MONTH,Analyst,Mesh Size,TOTAL DENSITY,BIOMASS,ASH,COPEPODOS,CALANOIDS,CYCLOPOIDA,HAPARCTICOIDA,POECILOSTOMATOIDA,,L.FISH,H.FISH,CHAETOGNATHA,CLADOCEROS,OSTRACODA,FORAMINIFERA,AMPHIPODS,ISOPODS,EUPHAUSIIDS,MISYDACEA,SERGESTID,L.CRUSTACEA,N.COPEPOD,COPEPODITE,N.CIRRIPEDIA,L.CYPRIS,L.DECAPODA,L.STOMATOPODA,L.EUPHAUSIID,L.SERGESTID,,POLICHAETES,L.CYPHONAUTES,MEDUSA,SIPHONOPHORES,CTENOPHORES,L.ECHINODERMS,PTEROPODS,HETEROPODS,GASTROPODS,L.CEPHALOPODA,L.BIVALVE,L.GASTROPOD,PROTOZOAN,RADIOLARIAN,FORAMINIFERA,,,APPENDICULARIANS,SALPS,DOLIOLIDS,BIVALVES,H.CRUSTACEA,L.ANFIOXUS,LUCIFER,JUV. GASTROPOD,,,,,,,,
,,143,2008,3,Luis Gonzalez,500,266,10.23,2.12,204.4,204.4,,,,,2.9,0.7,21.5,2.9,1.4,2.9,,,,,0.7,14.35,7.2,3.6,,,0.7,,2.9,,,,,,5.2,,,1.4,,,,,,3.6,0.7,2.9,,,2.9,2.9,1.4,,,,,,,,,,,,,
,,144,2008,4,Luis Gonzalez,500,351,16.81,4.41,295.6,283.0,12.6,,,,3.2,1.8,7.7,9.5,0.9,6.3,3.2,,0.9,,0.5,8.56,,1.4,,,4.5,,3.2,0.9,,0.9,,0.5,6.8,,,,,,,,,,0.9,6.3,,,0.5,,1.8,,,,,,,,,,,,,
,,145,2008,5,Luis Gonzalez,500,97,7.84,1.31,86.8,83.7,3.1,,,,0.4,0.1,1.7,,,1.4,1.1,,0.1,,,0.00,,,,,0.6,,0.4,,,,,,0.8,,,0.7,0.3,,0.1,,,,0.6,1.4,,,1.1,0.6,0.1,,,,,,,,,,,,,
,,146,2008,6,Luis Gonzalez,500,146,10.24,3.19,114.4,108.3,6.0,0.2,,,1.4,,4.1,,3.0,3.3,0.3,,0.6,,0.2,9.89,,5.7,,,3.0,,1.3,,,0.5,,0.2,3.5,,0.3,0.8,,,,,,3.3,,3.3,,,2.4,0.9,,,,,,,,,,,,,,
,,147,2008,7,Luis Gonzalez,500,86,5.15,1.19,67.2,65.1,2.1,,,,0.4,,6.9,0.8,1.5,1.7,1.1,,,,0.8,1.68,0.4,,,,1.1,,,0.2,,,,0.4,0.8,,,1.1,0.6,,,,,,,1.7,,,0.6,,0.2,,,,,,,,,,,,,
,,148,2008,8,Luis Gonzalez,500,103,5.04,2.06,59.0,56.2,2.8,,,,0.7,0.9,13.0,0.7,1.3,13.0,1.3,,0.4,,0.2,4.98,0.2,,,,2.4,,2.2,0.2,,0.2,,,0.7,,1.5,0.9,0.2,,,,,,1.5,13.0,,,0.9,0.7,0.7,,,,,,,,,,,,,
,,149,2008,9,Luis Gonzalez,500,86,4.67,1.27,61.3,60.0,1.4,,,,1.4,,2.1,,3.4,5.8,3.1,,,,0.3,3.77,,,,,3.4,0.3,,,,0.3,,,,,2.1,0.3,,,,,1.0,,0.3,5.8,,,,,1.0,,,,,,,,,,,,,
,,150,2008,10,Luis Gonzalez,500,83,4.85,1.90,40.9,24.8,15.9,0.2,,,0.4,,11.9,0.4,1.4,12.9,0.2,,,,,1.20,,,,,0.6,,0.2,0.4,,0.6,,,1.8,,0.8,0.4,,,,,,,1.4,12.9,,,1.0,4.8,2.8,,,,,,,,,,,,,
,,151,2008,11,Luis Gonzalez,500,38,3.25,0.61,30.6,30.6,,,,,,,0.7,,0.4,0.7,1.3,,,,0.7,1.10,,,,,0.7,0.2,0.2,,,0.2,,,1.3,,,0.4,0.2,,,,,,0.2,0.7,,,,,0.4,,,,,,,,,,,,,
,,152,2008,12,Luis Gonzalez,500,12,2.69,0.94,8.8,8.6,0.2,,,,0.2,,0.3,,0.4,0.6,0.1,,0.1,,0.5,0.24,,0.1,,,0.2,,0.1,,,,,,0.3,0.1,0.4,0.1,,,,,,,0.4,0.6,,,,0.2,0.1,,,,,,,,,,,,,
,,153,2009,1,Luis Gonzalez,500,132,14.61,5.38,111.6,111.6,,,,,0.6,1.6,1.2,,0.3,4.3,2.2,,,,1.2,4.96,,,,,3.4,,0.3,1.2,,,,,,,0.3,1.9,,,,,,,0.3,4.3,,,1.6,0.3,,,,,,,,,,,,,,
,,154,2009,2,Luis Gonzalez,500,61,17.58,11.37,30.6,28.7,1.9,,,,1.1,0.2,15.9,,0.3,2.2,3.5,,0.3,,0.2,1.75,,,,,1.4,,0.3,,,,,0.5,2.9,,,0.3,,,,0.2,,,0.2,2.2,,,0.5,,,,,,,,,,,,,,,
,,155,2009,3,Luis Gonzalez,500,178,10.9,4.24,140.0,131.3,8.8,,,,1.3,,11.3,0.6,1.3,2.5,1.9,,,,1.9,0.00,,,0.6,,,,0.6,,,1.9,,,11.3,,0.6,1.9,,,,,,,,2.5,,,,,,,,,,,,,,,,,,
,,156,2009,4,Luis Gonzalez,500,208,7.42,4.23,169.5,167.0,2.5,,,,1.9,,11.1,0.6,1.9,5.6,7.5,,,,0.6,1.86,,,0.6,,,,,1.2,,1.9,,,2.5,,,1.2,,,,,,,,5.6,,,2.5,,,,,,,,,,,,,,,
,,157,2009,5,Luis Gonzalez,500,,11.77,4.02,104.6,100.8,3.0,0.8,,,1.5,2.2,15.9,0.8,,7.6,1.5,,,,1.5,1.50,,,,,0.8,,0.8,,,,,,4.5,,,1.5,,,,,,,,7.6,,,0.8,,,,,,,,,,,,,,,
,,158,2009,6,Luis Gonzalez,500,151,9.97,3.51,111.7,101.3,10.5,,,,,1.3,1.3,6.5,2.6,9.8,1.3,,1.3,,,3.26,,,,,0.7,,2.6,,,0.7,,,2.6,,,2.0,2.0,,,,,,1.3,9.8,,,2.0,1.3,,,,,,,,,,,,,,
,,159,2009,7,Luis Gonzalez,500,183,6.9,3.82,43.2,38.1,5.1,,,,,,1.7,,,38.1,1.7,,,, ,1.69,,,,,1.7,,,,,,,,,,0.4,,0.4,,,,,,0.4,38.1,,,1.7,93.2,,,,,,,,,,,,,,
,,160,2009,8,Luis Gonzalez,500,155,8.71,3.03,67.2,60.1,7.1,,,,2.2,,1.9,14.2,0.6,38.2,5.5,,,,3.8,4.92,,,,,,0.6,0.6,3.8,,0.6,,,0.6,,0.6,1.1,1.6,,,,0.6,,1.1,38.2,,,1.1,,,,,,,,,,,,,,,
,,161,2009,9,Luis Gonzalez,500,167,8.6,3.26,100.1,53.4,46.7,,,,0.7,,6.0,,2.0,5.3,4.7,,1.3,,4.7,24.03,,,0.7,,17.4,0.7,0.7,4.7,,,,,0.7,,6.7,4.7,2.7,0.7,,,,,,5.3,,,2.7,,,,,,,,,,,,,,,
,,162,2009,10,Luis Gonzalez,500,44,1.6,0.44,38.7,37.2,1.5,,,,,,1.3,,0.4,1.1,1.7,,,,,0.43,,0.2,,,,,0.4,,,,,,0.2,,,,,,,,,,,1.1,,,0.2,,,,,,,,,,,,,,,
,,163,2009,11,Luis Gonzalez,500,132,4.55,1.59,117.3,112.8,4.5,,,,0.3,,3.0,0.3,1.0,6.2,0.8,,,,,1.00,,,,,0.8,,0.3,,,,,,0.8,,1.0,,,,,,0.3,,,6.2,,,0.5,0.3,,,,,,,,,,,,,,
,,164,2009,12,Luis Gonzalez,500,68,4.21,1.13,48.8,47.2,1.6,,,,,,2.4,,,1.6,,,,,1.6,7.32,,,,,3.3,,4.1,,,,,,1.6,,0.8,0.8,,,,,,,,1.6,,,,0.0,2.4,,,,,,,,,,,,,
,,165,2010,1,Luis Gonzalez,500,122,10.28,4.05,75.0,71.0,4.1,,,,2.0,,6.1,0.5,5.6,15.2,3.6,,,,0.5,1.52,,,,,0.5,,1.0,,,,,,2.5,,0.5,5.6,0.5,,,,,,,15.2,,,1.0,2.0,,,,,,,,,,,,,,
,,166,2010,2,Luis Gonzalez,500,181,0.00,0.00,133.8,132.9,0.9,,,,0.9,6.4,6.4,0.9,0.9,0.9,2.8,,,,1.8,8.25,,,1.8,,5.5,,,0.9,,1.8,,0.9,8.3,,,1.8,,,,,,,,0.9,,,1.8,,3.7,,,,,,,,,,,,,
,,167,2010,3,Luis Gonzalez,500,75,8.47,1.83,63.2,62.2,0.9,,,,,5.0,0.6,,0.9,1.2,0.6,,,,,0.93,,,,,0.3,,0.6,,,,,,0.9,,,0.6,,,,,,,,1.2,,,0.3,,0.3,,,,,,,,,,,,,
,,168,2010,4,Luis Gonzalez,500,170,8.47,5.09,131.5,115.8,15.8,,,,1.4,,5.0,,0.9,5.0,3.6,,,,0.9,19.81,,16.7,,,2.3,,0.9,,,2.3,,,4.1,,1.8,2.3,0.5,,,,,,,5.0,,,3.2,3.2,1.4,,,,,,,,,,,,,
,,169,2010,5,Luis Gonzalez,500,89,4.78,2.02,46.1,44.0,2.1,,,,0.7,0.2,0.7,1.2,0.7,3.5,1.4,,0.5,,,26.85,,22.0,,,1.4,0.2,2.6,0.7,,,,,2.1,,0.2,0.7,0.2,,,,,,0.2,3.5,,,1.2,1.9,0.9,,,,,,,,,,,,,
,,170,2010,6,Luis Gonzalez,500,64,6.60,2.68,52.5,49.8,2.7,,,,0.3,,4.0,,0.3,2.5,2.7,,0.3,,,0.50,,,,,0.3,,0.3,,,,,,1.1,,,,,0.1,,,,,,2.5,,,0.1,0.1,,,,,,,,,,,,,,
,,171,2010,8,Luis Gonzalez,500,51,6.64,2.12,30.3,27.1,3.2,,,,1.1,0.3,2.4,,1.8,4.5,0.8,,0.3,,0.5,6.58,,5.3,,,0.8,,0.3,0.3,,,,,1.6,,,0.3,0.5,,,,,4.5,,4.5,,,0.3,,,,,,,,,,,,,,,
,,172,2010,9,Luis Gonzalez,500,57,3.87,2.24,21.6,17.5,4.1,,,,0.3,,2.6,0.3,1.0,12.7,2.6,,,,0.3,2.86,,1.0,,,1.6,,0.3,,,0.3,0.3,,8.0,,2.2,0.6,,,,0.6,,,,12.7,,,0.6,1.0,,,,,,,,,,,,,,
,,173,2010,10,Luis Gonzalez,500,36,3.48,1.76,21.5,20.7,0.8,,,,0.4,0.3,1.6,0.1,0.9,2.5,0.5,,,,,1.06,,,,,0.7,0.3,,0.1,,0.1,,,5.6,,0.4,0.5,,,,,,,,2.5,,,,0.5,,,,,,,,,,,,,,
,,174,2010,11,Luis Gonzalez,500,33,2.82,1.22,23.3,22.7,0.6,,,,0.1,,1.3,,1.4,2.2,0.1,,,,,1.12,,,,,0.7,0.1,0.3,,,,,,1.5,,1.0,1.0,0.3,,,,,,,2.2,,,0.1,,,,,,,,,,,,,,,
,,175,2010,12,Luis Gonzalez,500,31,3.04,1.53,17.9,17.4,0.6,,,,,0.1,0.6,,0.7,,1.0,,,,0.4,1.11,,,,,0.7,,0.3,0.1,,0.1,0.1,0.3,1.1,,0.1,1.3,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
,,176,2011,1,Luis Gonzalez,500,42,3.19,1.37,33.0,31.2,1.8,,,,0.1,0.4,3.3,,0.4,0.7,0.4,,,,0.6,0.70,,,,,0.3,,,0.4,,,,0.1,1.5,,0.3,0.6,0.1,,,,,,,0.7,,,,,,,,,,,,,,,,,,
,,177,2011,2,Luis Gonzalez,500,140,6.15,1.17,83.2,66.3,16.4,0.5,,,1.1,2.1,9.5,0.5,,3.2,1.1,,0.5,,1.1,20.67,1.1,14.8,1.6,,1.1,0.5,0.5,1.1,,1.6,,,6.9,,,1.6,0.5,,0.5,,,,,3.2,,,5.8,,,,,,,,,,,,,,,
,,178,2011,3,Luis Gonzalez,500,193,8.57,2.99,102.3,93.6,8.7,,,,3.7,1.4,4.6,,,68.5,1.4,,0.9,,,1.83,,,,,,,1.8,,,0.9,,,0.9,,2.3,,,,,,,,,68.5,,,3.7,0.9,,,,,,,,,,,,,,
,,179,2011,4,Luis Gonzalez,500,239,4.63,1.13,130.8,114.9,16.0,,,,1.9,1.3,8.9,31.9,3.2,7.0,0.6,,,,,10.21,1.9,,,,1.3,,6.4,0.6,,1.9,,,3.2,,0.6,1.3,0.6,,,,,,,7.0,,,1.9,31.9,1.3,,,,,,,,,,,,,
,,180,2011,5,Luis Gonzalez,500,60,3.52,0.82,35.5,31.5,4.0,,,,1.2,0.6,6.0,2.3,,6.9,2.9,,,,,1.14,,,,,0.6,,0.6,,,,,,,,0.6,2.3,,0.3,,,,,,6.9,,,,0.3,,,,,,,,,,,,,,
,,181,2011,6,Luis Gonzalez,500,81,4.74,1.35,53.1,50.6,2.5,,,,0.5,0.5,1.2,,2.0,17.8,0.2,,0.4,,,2.66,,,,,1.4,,1.2,,,,,0.2,,,0.5,0.4,,0.2,,,,,0.2,17.8,,,0.4,0.4,0.4,,,,,,,,,,,,,
,,182,2011,7,Luis Gonzalez,500,172,8.93,4.27,70.1,51.9,18.0,0.2,,,0.6,,2.0,,1.6,19.0,2.4,,0.2,,0.6,5.80,,1.2,,,1.4,,2.2,1.0,,0.4,,,0.4,,,0.2,,,0.2,,,,,19.0,,,0.2,4.0,,,,,,,,,,,,,,
,,183,2011,8,Luis Gonzalez,500,193,9.31,4.69,97.9,89.3,8.5,,,,2.1,0.5,7.5,1.6,2.7,55.8,1.6,,,,,16.48,0.5,16.0,,,,,,,,1.1,,,1.1,,0.5,,,,,,0.5,,,55.8,,,4.0,,,,,,,,,,,,,,,
,,184,2011,9,Luis Gonzalez,500,76,7.05,3.45,50.0,40.2,9.8,,,,1.6,,6.5,,1.1,6.0,0.5,,0.3,,,2.45,,,0.8,,1.1,,0.5,,,0.3,,,3.8,,1.1,0.8,0.3,,,,,,0.3,6.0,,,1.1,,0.3,,,,,,,,,,,,,
,,185,2011,10,Luis Gonzalez,500,41,3.62,1.75,23.6,18.3,5.2,,,,0.2,,2.5,0.5,0.7,4.9,1.2,,,,,3.10,,1.8,,,1.0,,0.2,0.2,,,0.2,,0.3,,0.5,1.2,0.3,,0.3,0.2,,,,4.9,,,0.7,0.7,0.2,,,,,,,,,,,,,
,,186,2011,11,Luis Gonzalez,500,40,2.31,0.97,20.2,18.9,1.3,,,,,,2.6,,0.8,4.6,0.3,,0.5,,,1.02,,,,,1.0,,,,,,,,0.5,,0.3,1.0,,,,,0.3,,,4.6,,,0.5,7.2,,,,,,,,,,,,,,
,,187,2012,1,Luis Gonzalez,500,110,9.96,6.08,54.6,53.1,1.5,,,,0.7,31.0,8.1,,1.5,0.7,0.0,,,,,2.95,0.7,,1.5,,0.0,,0.7,,,,,0.0,0.7,,0.0,0.7,0.7,,,,,0.7,,0.7,,,,1.5,6.6,,,,,,,,,,,,,
,,188,2012,2,Luis Gonzalez,500,77,10.81,5.45,49.1,44.3,4.8,,,,0.4,1.6,6.0,,0.8,0.0,1.6,,,,2.0,2.42,,,0.4,,0.8,,1.2,,,,,0.0,0.0,,2.0,0.8,,,,,,0.4,0.4,0.0,,,7.2,1.6,1.2,,,,,,,,,,,,,
,,189,2012,3,Luis Gonzalez,500,249,19.57,12.75,101.9,100.0,1.0,1.0,,,0.0,3.2,67.7,,,0.6,3.2,,4.2,,,1.94,,,1.0,,1.0,,,,,,,0.0,64.5,,,0.3,,,,1.0,0.6,0.6,,0.6,,,,0.0,,,,,,,,,,,,,,
,,190,2012,4,Luis Gonzalez,500,280,29.38,19.13,191.0,167.2,23.8,,,,3.5,,7.9,4.4,0.9,24.6,5.3,,,,,8.80,,,,,4.4,,4.4,,,,,1.8,7.0,,6.2,0.9,0.9,,,,,24.6,,24.6,,,9.7,5.3,1.8,,,,,,,,,,,,,
,,193,2012,7,Luis Gonzalez,500,104,4.51,1.55,67.8,60.7,7.2,,,,0.3,0.6,12.1,,4.4,8.4,2.8,,0.9,,,1.24,,,,,0.9,,0.3,,,,,,0.9,,0.3,1.2,,,,,,9.3,0.9,8.4,,,0.3,1.9,,,,,,,,,,,,,,
,,194,2012,8,Luis Gonzalez,500,77,4.21,1.43,60.4,54.1,6.2,,,,,,8.1,,1.9,1.6,0.0,,,,0.3,2.71,,,,,1.4,0.3,1.1,,,0.3,,,0.8,,,0.3,,,,,,1.6,,1.6,,,1.1,,,,,,,,,,,,,,,
,,196,2012,10,Luis Gonzalez,500,94,4.63,1.75,52.3,42.4,9.9,,,,,,5.4,,0.5,21.6,0.0,0.9,0.5,,,1.80,,,,,1.4,,0.5,,,,,0.5,0.9,,1.8,4.1,0.5,,0.5,,2.3,21.6,,21.6,,,0.5,,,,,,,,,,,,,,,
,,197,2012,11,Luis Gonzalez,500,69,4.04,1.63,35.9,35.1,0.8,,,,1.3,,4.6,,1.7,19.2,0.4,,,,,2.09,,,,,1.7,,0.4,,,,,0.0,1.3,,1.3,,,,,,,19.2,,19.2,,,0.8,0.4,,,,,,,,,,,,,,
,,198,2012,12,Luis Gonzalez,500,82,3.46,1.04,46.8,42.0,4.8,,,,1.1,0.3,5.6,,0.6,15.4,1.4,,,,0.3,2.80,,,,,1.4,,1.4,,,0.3,,,0.8,,2.0,0.3,,,,,0.3,15.7,0.3,15.4,,,2.0,,2.2,,,,,,,,,,,,,
,,199,2013,3,Luis Gonzalez,500,144,13.14,6.07,108.9,107.0,1.9,,,,0.5,0.5,14.4,1.4,0.5,7.0,1.9,,,,,3.26,,0.9,,,0.9,,1.4,,,,,,2.3,,,1.4,0.5,,,,0.5,7.4,0.5,7.0,,,,0.9,,,,,,,,,,,,,,
,,200,2013,4,Luis Gonzalez,500,108,10.06,,76.6,75.0,1.3,0.3,,,1.3,0.3,7.5,0.0,0.7,4.9,2.0,,0.3,,,9.46,0.3,,1.3,,2.6,0.3,4.6,0.3,,0.7,,0.3,0.3,,0.3,0.3,,,,,,4.9,,4.9,,,,2.6,0.3,,,,,,,,,,,,,
,,201,2013,5,Luis Gonzalez,500,114,11.59,4.88,82.8,71.7,11.0,,,,0.9,0.4,13.2,2.9,1.1,3.3,2.0,,0.2,,0.2,2.87,,0.2,,,0.9,,1.8,,,0.2,,,0.9,,,1.8,0.2,,,,,3.3,,3.3,,,0.4,0.4,,,,,,,,,,,,,,
,,202,2013,6,Luis Gonzalez,500,187,5.83,1.77,128.9,93.4,35.5,,,,7.1,1.3,22.4,2.1,2.1,6.1,1.6,,,,,8.16,,,,,2.6,0.5,5.0,,,0.3,,,1.6,,2.4,0.8,0.3,,,,,6.1,,6.1,,,1.3,0.3,0.8,,,,,,,,,,,,,
,,203,2013,7,Jaimie Rojas Marquez,500,68,,,47.7,33.9,2.1,,11.6,,0.8,0.4,2.8,0.2,1.9,0.0,0.4,0.3,,,0.3,5.96,,4.2,,,1.1,,0.5,0.1,,,,0.1,1.2,,0.3,,,,,,,,,0.0,,,0.9,0.5,,,,,,,,,,,,,,
,,204,2013,8,Jaimie Rojas Marquez,500,189,4.40,1.23,97.8,89.1,4.4,0.5,3.9,,0.5,3.9,7.8,,1.0,55.2,2.7,,,,0.2,14.28,,3.6,,,2.9,2.9,,4.8,,1.0,,,,,1.0,,1.0,,,1.0,1.0,55.2,,55.2,,,,,,,,,,,,,,,,,,
,,205,2013,9,Jaimie Rojas Marquez,500,126,6.58,0.82,58.3,29.6,3.8,,24.9,,2.4,0.9,21.2,,2.4,12.7,0.9,,,,0.5,10.81,,5.6,,,2.4,2.8,,,,0.5,,,2.4,,1.9,3.3,1.9,,,,4.7,,,12.7,,,0.9,,0.9,,,,,,,,,,,,,
,,206,2013,10,Jaimie Rojas Marquez,500,31,2.16,0.75,19.9,17.2,1.6,,1.1,,0.1,,0.4,,2.4,6.2,0.5,0.1,,0.1,0.1,0.50,,,,0.1,0.4,,,,,0.1,,0.1,0.2,,0.1,,0.1,,,0.1,0.1,,,6.2,,,,,0.1,,,,,,,,,,,,,
,,207,2013,11,Jaimie Rojas Marquez,500,190,4.42,0.69,164.1,133.3,15.8,,15.0,,,,5.8,,15.0,1.2,0.1,,,,0.2,2.71,,1.7,,0.1,0.9,,,,,0.1,,,0.1,,0.3,,,,,,,1.2,,1.2,,,,,0.1,,,,,,,,,,,,,
,,208,2013,12,Jaimie Rojas Marquez,500,28,2.32,0.97,24.5,20.2,2.3,,2.0,,0.1,,0.2,,1.1,0.3,,,,,0.1,0.61,,,,0.1,0.5,,,,,0.1,,,0.2,,0.1,,0.1,,,,0.1,0.3,,0.3,,,0.2,,,,,,,,,,,,,,,
,,209,2014,1,Jaimie Rojas Marquez,500,268,4.61,0.83,232.9,219.4,9.8,3.3,0.4,,0.2,0.4,2.3,0.4,2.3,0.2,0.8,,,,2.0,25.59,6.5,18.0,,,1.0,,,,,,,,0.4,,,,,0.4,,,,0.2,,0.2,,,,0.2,,,,,,,,,,,,,,
,,210,2014,2,Jaimie Rojas Marquez,500,185,2.62,0.39,159.9,102.7,21.5,,35.7,,0.4,3.2,9.3,0.2,1.2,,,,,,0.4,7.71,,6.1,,,0.8,,,0.8,,,,,1.6,,0.2,0.4,0.4,,,,,,,,,,0.4,,,,,,,,,,,,,,,
,,211,2014,4,Jaimie Rojas Marquez,500,67,7.46,1.65,53.6,52.1,0.9,,0.6,,0.2,1.1,2.3,5.2,1.3,1.1,,,,,,2.65,0.2,,,1.1,1.3,,,,,,,,0.6,,,,,0.2,,,,1.1,,1.1,,,0.2,,,,,,,,,,,,,,,
,,212,2014,5,Jaimie Rojas Marquez,500,246,7.58,2.39,215.4,205.6,6.6,,3.3,,,,9.9,11.2,2.3,3.3,2.0,,,,,0.66,0.3,,,,,,,0.3,,,,1.0,0.3,,,,0.3,,,,,3.3,,3.3,,,,,,,,,,,,,,,,,,
,,213,2014,6,Jaimie Rojas Marquez,500,136,20.42,9.07,117.6,109.9,6.1,,1.6,,,,4.4,1.2,0.8,,,,,,,3.64,,,,,3.6,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
,,214,2014,9,Jaimie Rojas Marquez,500,215,20.84,9.13,173.4,159.0,6.3,,8.1,,,1.8,18.8,,1.5,2.2,1.5,1.5,,,0.7,9.57,,2.2,,,7.4,,,,,,,0.4,2.2,,0.7,0.4,,,,,,2.2,,2.2,,,0.4,,,,,,,,,,,,,,,
,,215,2014,10,Jaimie Rojas Marquez,500,22,3.44,1.85,11.6,8.2,2.4,,1.0,,,,0.7,,,7.0,,,0.2,,,0.96,,,,,1.0,,,,,,,,,,,,,,,,2.4,7.0,,7.0,,,,,,,,,,,,,,,,,,
,,216,2014,11,Jaimie Rojas Marquez,500,213,2.99,0.95,132.2,72.1,14.7,1.2,44.1,,,,5.9,0.5,23.5,23.5,0.2,0.2,,,,19.86,,19.1,,,0.7,,,,,,,,,,1.5,1.5,1.5,,,1.5,1.5,23.5,,23.5,,,,,,,,,,,,,,,,,,
,,217,2014,12,Jaimie Rojas Marquez,500,67,4.49,1.14,50.0,45.1,0.9,,4.0,,0.2,,4.0,,2.7,8.0,0.2,,0.2,,0.4,0.89,0.2,,,,,,0.4,0.2,,,,,,,0.2,,,,,,0.2,8.0,,8.0,,,,,,,,,,,,,,,,,,
,,219,2015,3,Jaimie Rojas Marquez,500,34,8.20,2.60,30.4,29.7,0.5,,0.2,,0.2,,0.7,0.2,0.2,,0.2,,0.2,,,1.48,,,,,1.0,,0.5,,,,,,0.2,,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
,,220,2015,4,Jaimie Rojas Marquez,500,73,6.70,2.56,55.5,41.6,6.6,,7.3,,0.4,,1.1,,1.1,10.9,0.4,0.4,0.4,,0.4,0.73,,,0.7,,,,,,,,,0.4,,,,0.4,,,,0.4,0.4,10.9,,10.9,,,,,,,,,,,,,,,,,,
,,221,2015,7,Jaimie Rojas Marquez,500,195,8.11,2.27,159.4,136.6,1.5,,21.3,,0.3,,30.4,,,1.5,1.5,,,,,0.25,,,,,0.3,,,,,,,0.5,1.5,,,,,,,,,1.5,,1.5,,,,,,,,,,,,,,,,,,
,,222,2015,8,Jaimie Rojas Marquez,500,251,12.71,5.57,170.8,117.1,34.2,,19.5,,3.6,1.5,28.8,12.6,1.8,14.4,5.4,,,,1.2,4.50,,,0.9,,3.6,,,,,,,1.5,0.9,,,,1.8,,0.3,,0.3,14.4,,14.4,,,1.5,,,,,,,,,,,,,,,
,,223,2015,9,Jaimie Rojas Marquez,500,169,6.47,9.32,120.0,93.3,13.3,,13.3,,0.4,,13.3,5.3,0.4,13.3,5.3,,,,2.7,5.33,,,,,5.3,,,,,,,,1.3,,0.4,,,,,,,13.3,,13.3,,,,,0.4,,,,,,,,,,,,,
,,224,2015,11,Jaimie Rojas Marquez,500,99,4.62,1.34,84.7,71.1,1.7,,11.9,,,,5.0,0.3,1.7,3.3,0.3,,,,,3.31,,,,,3.3,,,,,,,,,,,0.3,,,,,,3.3,,3.3,,,,,,,,,,,,,,,,,,
,,225,2015,12,Jaimie Rojas Marquez,500,116,3.19,0.65,94.9,79.7,2.0,,13.3,,2.0,,5.3,,1.0,5.0,1.0,1.0,,,1.0,1.99,,,,,2.0,,,,,,,0.2,,,2.0,,,,,,0.3,5.0,,5.0,,,,,,,,,,,,,,,,,,
,,226,2016,1,Jaimie Rojas Marquez,500,120,3.86,1.42,74.9,58.0,7.2,,9.7,,,,24.6,1.4,1.4,10.1,1.4,,,,1.2,2.90,1.4,,,,1.4,,,,,,,,,,,,,,,,,10.1,,10.1,,,1.4,,,,,,,,,,,,,,,
,,227,2016,2,Jaimie Rojas Marquez,500,89,5.16,2.35,43.0,38.8,2.8,,1.4,,,,11.1,18.0,0.0,,0.2,1.4,,,0.5,7.63,0.7,,,,6.9,,,,,,,,5.5,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,
,,228,2016,5,Jaimie Rojas Marquez,500,115,3.75,1.16,88.9,74.5,2.1,,12.4,,0.3,,6.2,0.3,1.4,1.0,0.7,,0.7,,2.1,4.48,0.3,,,,4.1,,,,,,,,8.3,,0.3,,,,,,0.3,1.0,,1.0,,,,,,,,,,,,,,,,,,
,,229,2016,6,Jaimie Rojas Marquez,500,41,1.04,0.47,30.9,26.5,,,4.4,,,,0.4,,0.2,,,,,,1.1,3.31,,1.1,,,2.2,,,,,,,,4.4,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
,,230,2016,9,Jaimie Rojas Marquez,500,132,7.91,3.03,120.6,110.4,6.8,,3.4,,,,4.8,,,3.4,0.7,,,,,0.68,,,,,0.7,,,,,,,,2.7,,,,,,,,,3.4,,3.4,,,,,,,,,,,,,,,,,,
,,231,2016,12,Jaimie Rojas Marquez,500,26,1.27,0.32,22.2,20.8,,,1.4,,,,,,,,0.2,,,,0.2,1.76,,1.4,,0.3,,,,,,,,,0.0,,,0.8,,,,0.8,,,,0.0,,,,,,,,,,,,,,,,,,
,,232,2017,1,Jaimie Rojas Marquez,500,132,0.97,0.25,99.9,96.8,,,3.2,,,,1.6,1.6,,7.9,,1.6,,,1.6,15.86,,7.9,,,7.9,,,,,,,,,,,,,,,,,7.9,,7.9,,,1.6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
