unlimited,year,ISO_DateTime_UTC,ISO_DateTime_local,month,day,hour,Date,decimal_year,Longitude,Latitude,Cruise_number,Cruise_Leg,Station,Cast_number,Biogeochemical_Cruise_ID,Core_CARIACO_ID,Notes,Comments,Depth,Corrected_Depth,Winkler_O2_avg,Winkler_O2_flags,NO3,NO2,NH4,PO4,H2S,H2S_comment,CH4,CH4_comment,Acetate,Propionate,Incorporation_Acetate_Uptake_rate_constant,Respiration_Acetate_Uptake_rate_constant,Total_Acetate_uptake_rate_constant,Sulfite,SD_Sulfite,Thiosulfate,SD_Thiosulfate,Particulate_Elemental_sulfur,SD_Particulate_Elemental_sulfur,Particulate_element_sulfur_flags,Total_zero_valent_sulfur,SD_Total_zero_valent_sulfur,Total_zero_valent_Sulfur_flags,Total_Prokaryote_Cell_Density,SD_Total_Prokaryotes,Total_Prokaryote_Biomass_Estimates,SD_Prokaryote_Biomass_Estimates,Cyanobacteria,SD_Cyanobacteria,Methanogens,SD_Methanogens,Flagellated_Protists,SD_Flagellated_Protists,Ciliated_Protists,SD_Ciliated_Protists,Viral_Like_Particles_VLP,SD_Viral_Like_Particles_VLP,Heterotrophic_Bacterial_Production,SD_Heterotrophic_Bacterial_Production,Dark_carbon_fixation_rate,SD_Dark_carbon_fixation_rate,dissolved_Mn,SD_dissolved_Mn,dissolved_Fe,SD_dissolved_Fe
819,2013,2013-05-14 20:09:00,2013-05-14 15:39:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,1,CAR-201,93HG_201,Cast 1: 14 May 2013; 1539,nan,280,280.0,5.445398356014116,,1.951789256920444,0.011663710293548029,0.3163421607140774,2.3987123634300995,1.1,n.f.,0.0,a,,,,,,,,,,0.25,0.09,n.f.,0.59,0.35,n.f.,345626157.18319786,68074390.49283509,12.318775898031573,2.4263012027525264,,,,,31831.80126904665,21952.966392445967,,,,,0.19,0.01,0.2464663192026732,0.2305481309589165,,,,
820,2013,2013-05-14 20:09:00,2013-05-14 15:39:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,1,CAR-201,93HG_201,Cast 1: 14 May 2013; 1539,nan,290,290.0,4.207798273925032,,1.8372724311384367,0.013749732101024278,0.19883932247444475,2.369617547149204,1.7,n.f.,0.0,a,,,,,,,,,,0.22,0.05,n.f.,0.22,0.01,n.f.,304837977.1429447,71199520.56578052,10.865007313791821,2.537686803120753,,,,,16464.724794334474,13171.779835467578,,,,,0.14,0.01,0.5342708514593427,0.5037153894096158,,,,
821,2013,2013-05-14 20:09:00,2013-05-14 15:39:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,1,CAR-201,93HG_201,Cast 1: 14 May 2013; 1539,nan,300,300.0,3.67360610876759,,1.419586513554081,0.018576340648194457,0.13064801629923287,2.453437578868636,1.2,n.f.,0.0,a,,,,,,,,,,0.18,0.06,n.f.,0.67,0.45,n.f.,193207168.6117256,45539366.36640126,6.886272241135664,1.6231099329345704,,,,,39515.339506402735,20855.318072823666,,,,,0.17,0.04,0.059538171923243614,0.08419969021275214,,,,
822,2013,2013-05-14 20:09:00,2013-05-14 15:39:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,1,CAR-201,93HG_201,Cast 1: 14 May 2013; 1539,nan,310,310.0,3.0835384727662816,,1.6012738689991888,0.017559889450395237,0.23422840431404496,2.4782767195674733,1.6,n.f.,0.0,a,,,,,,,,,,0.26,0.1,n.f.,0.84,0.12,n.f.,135245018.02820787,15179788.788800422,4.820390568794964,0.5410366443115234,,,,,43905.932784891935,23050.61471206826,,,,,0.31,0.13,0.2451615966137267,0.2293276747307609,,,,
823,2013,2013-05-14 20:09:00,2013-05-14 15:39:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,1,CAR-201,93HG_201,Cast 1: 14 May 2013; 1539,nan,320,320.0,3.189897581814696,,-0.0070798145788176095,0.02918805080180645,0.6730527380976565,2.4409695288927127,0.9,n.f.,0.2,n.f.,,,,,,,,,,0.22,0.09,n.f.,0.81,0.08,n.f.,159932600.68415058,21763580.10771137,5.700303132940077,0.775695532626162,,,,,61468.30589884871,20855.318072823666,,,,,0.69,0.3,1.4403996553413307,0.9862363676418724,,,,
824,2013,2013-05-15 00:34:00,2013-05-14 20:04:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,2,CAR-201,93HG_201,Cast 2: 14 May 2013; 2004,nan,38,39.0,165.73916003103741,,2.0588786154679304,0.25819354899411184,0.649664230137912,0.13881708903007958,,n.f.,0.0,a,,,,,,,,,,,,n.f.,,,n.f.,90163345.35213858,21167204.15136571,2.9417088740154256,0.6906104919574364,,,,,59273.009259604114,20855.318072823666,,,,,2.05,0.32,0.28479387731702793,0.4027593637825603,,,,
825,2013,2013-05-15 00:34:00,2013-05-14 20:04:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,2,CAR-201,93HG_201,Cast 2: 14 May 2013; 2004,nan,100,100.0,150.23664487111228,,7.080916150705043,0.2381162697394918,0.32797002196333397,0.39990379806176396,,n.f.,0.0,a,,,,,,,,,,,,n.f.,,,n.f.,155639108.04833448,23867640.17035793,5.0779498420504385,0.7787161026105783,,,,,48296.526063381134,13171.779835467578,,,,,0.24,0.05,0.4278737669510699,0.17288710977310506,,,,
826,2013,2013-05-15 00:34:00,2013-05-14 20:04:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,2,CAR-201,93HG_201,Cast 2: 14 May 2013; 2004,nan,150,150.0,84.79490351204277,,12.078425135054154,0.029772673861977,0.6401479387496651,1.0426291108985652,,n.f.,0.0,a,,,,,,,,,,,,n.f.,,,n.f.,133634958.2897768,17252059.80196075,4.599317734912287,0.5937645779696823,,,,,58175.360939981816,17562.373113956768,,,,,0.18,0.01,0.3183513423532196,0.4502167859556033,,,,
827,2013,2013-05-15 00:34:00,2013-05-14 20:04:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,2,CAR-201,93HG_201,Cast 2: 14 May 2013; 2004,nan,220,220.0,17.082617069806933,,7.699313755773293,0.02515303072795777,0.8891839097304653,1.7255122898019049,1.1,n.f.,0.0,a,,,,,,,,,,0.05,0.01,a,0.73,0.1,n.f.,210917825.73446703,27944374.556158736,7.517513863239765,0.9959908433247184,,,,,47198.87774375883,13171.779835467578,,,,,2.75,3.22,0.7062417122242366,0.7062417122242366,,,,
828,2013,2013-05-15 00:34:00,2013-05-14 20:04:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,2,CAR-201,93HG_201,Cast 2: 14 May 2013; 2004,nan,240,240.0,14.266602414542966,,5.435005952780033,0.03510059551595147,0.81642239495573,1.8924853541457596,1.4,n.f.,,n.f.,,,,,,,,,,0.02,0.01,a,0.48,0.24,n.f.,135781704.6076849,20239718.385067232,4.83951910279812,0.7213821924153648,,,,,55980.064300737205,14269.428155089878,,,,,0.28,0.03,0.7516248928462581,0.7730604489312017,,,,
829,2013,2013-05-15 00:34:00,2013-05-14 20:04:00,5,14,,b'2013-05-14',2013.3689,-64.671,10.5,201,3,CAR,2,CAR-201,93HG_201,Cast 2: 14 May 2013; 2004,nan,255,256.0,4.861113127455458,,0.9597342569397421,0.2756389887434081,0.7963746005841076,2.020991819119951,1.1,n.f.,0.0,a,,,,,,,,,,0.02,0.00343,a,0.18,0.11,n.f.,247412513.1389041,35823801.2625508,8.818254175454276,1.276828649676163,,,,,60370.657579226405,21952.966392445967,,,,,0.44,0.06,0.14067657861204344,0.09947336269069837,,,,
830,2013,2013-05-15 04:30:00,2013-05-15 00:00:00,5,15,,b'2013-05-15',2013.3716,-64.671,10.5,201,3,CAR,3,CAR-201,93HG_201,Cast 3:15 May 2013; 0:00,nan,330,332.0,,,0.0,0.0,3.827856559959948,2.7722276733832487,7.6,n.f.,0.8,n.f.,,,,,,,,,,0.94,0.1,n.f.,0.3,0.05,n.f.,192133795.45277148,36836843.49284516,6.848015173129352,1.3129354082384892,,,,,53784.76766149262,14269.428155089878,,,,,2.6,1.64,16.95565965492357,2.2757651729785096,,,,
831,2013,2013-05-15 04:30:00,2013-05-15 00:00:00,5,15,,b'2013-05-15',2013.3716,-64.671,10.5,201,3,CAR,3,CAR-201,93HG_201,Cast 3:15 May 2013; 0:00,nan,350,352.0,,,0.0,0.0,5.034117210496022,2.855867118307637,13.5,n.f.,1.6,n.f.,,,,,,,,,,0.29,0.02,n.f.,0.24,0.16,n.f.,148125495.93565625,33753940.43076107,5.279475384870675,1.2030548591310923,,,,,83421.27229129466,21952.966392445967,,,,,1.16,0.08,2.9749919661908213,2.336988062149004,,,,
832,2013,2013-05-15 04:30:00,2013-05-15 00:00:00,5,15,,b'2013-05-15',2013.3716,-64.671,10.5,201,3,CAR,3,CAR-201,93HG_201,Cast 3:15 May 2013; 0:00,nan,400,403.0,,,-0.00283847479369945,0.01124043761071796,9.413613569536741,3.1343637218768032,30.0,n.f.,3.4,n.f.,,,,,,,,,,0.06,0.03,a,0.58,0.46,n.f.,107874002.47488008,36538099.0072179,3.844835334634079,1.3022875845922477,,,,,124034.2601173197,23050.61471206826,,,,,0.16,0.02,0.0,0.0,,,,
833,2013,2013-05-15 04:30:00,2013-05-15 00:00:00,5,15,,b'2013-05-15',2013.3716,-64.671,10.5,201,3,CAR,3,CAR-201,93HG_201,Cast 3:15 May 2013; 0:00,nan,500,503.0,,,0.0,0.0,14.709856537507243,3.4410514697196235,48.6,n.f.,6.6,n.f.,,,,,,,,,,0.02,0.01,a,0.06,0.0,a,178716630.96584606,55881798.48162738,8.593824144358793,2.6871497432904192,,,,,136108.39163316498,30734.152949424355,,,,,0.03,0.02,0.09964997572769096,0.14092634716425026,,,,
834,2013,2013-05-15 04:30:00,2013-05-15 00:00:00,5,15,,b'2013-05-15',2013.3716,-64.671,10.5,201,3,CAR,3,CAR-201,93HG_201,Cast 3:15 May 2013; 0:00,nan,900,899.0,,,0.01067974202568597,0.010586392064576657,23.00929914875573,3.8552781780549865,78.6,n.f.,11.6,n.f.,,,,,,,,,,,,n.f.,,,n.f.,94456837.9879547,15045099.591207372,4.542081229450894,0.7234633924243439,,,,,104276.59036411834,26343.55967093516,,,,,0.0,0.0,0.5287873993370644,0.7478183117544742,,,,
835,2013,2013-05-15 04:30:00,2013-05-15 00:00:00,5,15,,b'2013-05-15',2013.3716,-64.671,10.5,201,3,CAR,3,CAR-201,93HG_201,Cast 3:15 May 2013; 0:00,nan,1300,1300.0,,,0.004376252470061096,0.0,26.773731846235666,4.027317361142365,96.4,n.f.,17.0,n.f.,,,,,,,,,,,,n.f.,,,n.f.,78892927.18312125,8597199.766404213,3.7936701177800085,0.4134076528139107,,,,,125131.90843694199,30734.152949424355,,,,,0.01,0.01,0.0,0.0,,,,
836,2013,2013-11-07 19:50:00,2013-11-07 15:20:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.498,207,1,CAR,1,CAR-207,93HG_207,Cast 1: 7 Nov 2013; in water approx 1520,nan,250,249.0,1.161843237900256,,0.0,0.0,0.36197476328987105,2.05543073640061,1.7,n.f.,0.1,n.f.,,,,,,,,,,0.05,0.0,a,0.14,0.0,a,152843696.09747252,37366858.00793913,5.447641043711894,1.3318261371328473,,,,,624283.1791719929,261404.79410558718,,,854249470.6732894,88348.70264784296,0.26,0.07,0.005605561499024875,0.007927461096637434,,,,
837,2013,2013-11-07 19:50:00,2013-11-07 15:20:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.498,207,1,CAR,1,CAR-207,93HG_207,Cast 1: 7 Nov 2013; in water approx 1520,nan,260,258.0,0.7792492698657313,,0.0,0.0,0.7994997201359921,2.4268235505425957,1.4,n.f.,0.2,n.f.,,,,,,,,,,0.3,0.0,n.f.,0.26,0.01,n.f.,395469703.1892647,171310567.6015252,14.095295008205602,6.105835589663433,,,,,463249.00221243314,261404.79410558718,,,967076850.5516669,84882.68787644227,0.84,0.09,1.8063943988803732,0.8453888483052191,,,,
838,2013,2013-11-07 19:50:00,2013-11-07 15:20:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.498,207,1,CAR,1,CAR-207,93HG_207,Cast 1: 7 Nov 2013; in water approx 1520,nan,270,268.0,1.8929556238259373,,0.0,0.0,0.9936512106315456,2.6481164834799666,1.3,n.f.,0.2,n.f.,,,,,,,,,,0.27,0.04,n.f.,0.57,0.21,n.f.,313169251.44447166,64721296.58896253,11.161949830822273,2.306790536362286,,,,,560310.6979140857,251478.0297724636,,,825187872.825829,79174.50742452647,0.83,0.01,2.762185236822253,0.7777375224304401,,,,
839,2013,2013-11-07 19:50:00,2013-11-07 15:20:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.498,207,1,CAR,1,CAR-207,93HG_207,Cast 1: 7 Nov 2013; in water approx 1520,nan,280,278.0,0.2501274331484993,,0.0,0.0,2.969260341484292,2.6097657855773098,4.4,n.f.,0.4,n.f.,,,,,,,,,,0.46,0.04,n.f.,0.4,0.05,n.f.,399745051.3318513,64917125.46792261,14.247676575861876,2.3137702513639877,,,,,678328.8960967768,376114.07084390393,,,347134055.36319447,19466.872820328063,0.41,0.07,5.7319086322772685,1.7879549677589277,,,,
840,2013,2013-11-07 19:50:00,2013-11-07 15:20:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.498,207,1,CAR,1,CAR-207,93HG_207,Cast 1: 7 Nov 2013; in water approx 1520,nan,290,288.0,,,0.0,0.0,2.231964342260543,2.6965409137310736,5.5,n.f.,0.5,n.f.,,,,,,,,,,0.47,0.0,n.f.,0.38,0.02,n.f.,383712495.7971513,97895722.27751698,13.676245697150838,3.4891903840294605,,,,,495235.2428413868,338612.96114099264,,,663293777.9378718,40502.78016712695,0.57,0.16,2.7454372055229106,0.5919230622859115,,,,
841,2013,2013-11-07 19:50:00,2013-11-07 15:20:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.498,207,1,CAR,1,CAR-207,93HG_207,Cast 1: 7 Nov 2013; in water approx 1520,nan,300,298.0,,,0.0,0.0,2.9589169119356797,2.8086415282933457,6.0,c,0.8,n.f.,,,,,,,,,,0.33,0.01,n.f.,0.2,0.01,n.f.,251176703.37696537,44499234.32151651,8.95241709980626,1.5860376416770974,,,,,613253.4410240779,316553.4848451625,,,400689521.0771511,34728.101834935755,0.52,0.23,2.3980986736486223,1.310275960013208,,,,
842,2013,2013-11-07 23:25:00,2013-11-07 18:55:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.499,207,1,CAR,2,CAR-207,93HG_207,Cast 2: 7 Nov 2013; in water 1855,nan,45,45.0,175.36058597118398,,0.6023030999682724,0.3206570861502554,0.2864610362277865,0.13554893826109174,,n.f.,0.01,a,,,,,,,,,,,,n.f.,,,n.f.,376230636.5476248,61089124.96220974,12.27506585837178,1.9931206002318897,,,,,269125.6108091277,190814.4699589307,,,278069317.45325154,17560.02799786922,2.27,0.69,0.16973378556285126,0.110770756837735,,,,
843,2013,2013-11-07 23:25:00,2013-11-07 18:55:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.499,207,1,CAR,2,CAR-207,93HG_207,Cast 2: 7 Nov 2013; in water 1855,nan,100,100.0,153.55444241708358,,4.6571313110051165,0.06528098219706623,0.2814418139626581,0.3019844514738487,,n.f.,0.01,a,,,,,,,,,,,,n.f.,,,n.f.,80162777.67349957,23632876.061837964,2.615425964141713,0.7710565857788071,,,,,506264.9809893018,330892.14443745214,,,183091819.69254693,10803.409215752225,0.15,0.03,0.0,0.0,,,,
844,2013,2013-11-07 23:25:00,2013-11-07 18:55:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.499,207,1,CAR,2,CAR-207,93HG_207,Cast 2: 7 Nov 2013; in water 1855,nan,150,151.0,76.91337541242268,,12.785575986313866,0.023638496462829103,0.20781998010912467,1.122666637889483,,n.f.,0.01,a,,,,,,,,,,,,n.f.,,,n.f.,202010199.73721895,31866563.581004,6.952590146882565,1.0967523236772243,,,,,375011.0970291124,221697.73677309288,,,173129145.10226324,15040.703275696365,0.12,0.01,0.0,0.0,,,,
845,2013,2013-11-07 23:25:00,2013-11-07 18:55:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.499,207,1,CAR,2,CAR-207,93HG_207,Cast 2: 7 Nov 2013; in water 1855,nan,200,200.0,19.825429020685373,,10.142335527453184,0.00948179704693459,0.5869082578608906,1.7680574521303871,1.4,n.f.,0.0,a,,,,,,,,,,0.01,0.0,a,0.14,0.0,a,54510688.81797972,30648279.46031405,1.876095753920692,1.0548226083230952,,,,,796347.0942794682,300008.87762328994,,,741987406.2228693,59276.430121341815,0.09,0.04,0.0,0.0,,,,
846,2013,2013-11-07 23:25:00,2013-11-07 18:55:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.499,207,1,CAR,2,CAR-207,93HG_207,Cast 2: 7 Nov 2013; in water 1855,nan,220,221.0,5.380389188599637,,6.666504824299081,0.00865006681739287,0.2534951844631494,1.9759589072846035,0.4,a,0.0,a,,,,,,,,,,0.03,0.01,a,0.14,0.0,a,66267896.21009298,33799594.80186031,2.3619142986722896,1.2046820680522017,,,,,710315.1367257306,274640.4798830853,,,108742340.35912168,14673.669018582705,0.08,0.01,0.0431607545610005,0.06103852446242334,,,,
847,2013,2013-11-07 23:25:00,2013-11-07 18:55:00,11,7,,b'2013-11-07',2013.8497,-64.667,10.499,207,1,CAR,2,CAR-207,93HG_207,Cast 2: 7 Nov 2013; in water 1855,nan,235,236.0,1.9835046358526187,,4.324787061647558,0.10340574812384994,0.2702299166827937,2.0486143134176533,0.0,a,0.0,a,,,,,,,,,,0.05,0.0,a,0.14,0.0,a,266140421.8760187,39833204.476255,9.485752586603233,1.4197314324892425,,,,,700388.372392607,359569.4636220313,,,1546810955.2281046,94731.10850814416,0.12,0.01,0.0,0.0,,,,
848,2013,2013-11-08 02:16:00,2013-11-07 21:46:00,11,7,,b'2013-11-07',2013.8497,-64.668,10.5,207,1,CAR,3,CAR-207,93HG_207,Cast 3: 7 Nov 2013; in water 2146,nan,310,308.0,,,0.0,0.0,4.508966289173973,2.9163089757071115,11.2,c,1.4,n.f.,,,,,,,,,,0.07,0.01,a,0.14,0.0,a,229799962.66403207,32653510.80948692,8.190509261524872,1.1638334471682046,,,,,248169.1083280891,241551.26543934012,,,492598910.2973602,30861.64328003272,0.26,0.12,0.4333554856968201,0.28890607036294946,,,,
849,2013,2013-11-08 02:16:00,2013-11-07 21:46:00,11,7,,b'2013-11-07',2013.8497,-64.668,10.5,207,1,CAR,3,CAR-207,93HG_207,Cast 3: 7 Nov 2013; in water 2146,nan,330,328.0,,,0.0,0.0,6.501124202951107,2.9601880346823206,20.5,n.f.,2.0,n.f.,,,,,,,,,,0.06,0.01,a,0.14,0.0,a,126122770.20630598,53796951.04945247,4.495256245860163,1.9174260113198291,,,,,302214.825252873,265816.68936475326,,,336517008.38291574,40082.587659429686,0.1,0.01,0.0,0.0,,,,
850,2013,2013-11-08 02:16:00,2013-11-07 21:46:00,11,7,,b'2013-11-07',2013.8497,-64.668,10.5,207,1,CAR,3,CAR-207,93HG_207,Cast 3: 7 Nov 2013; in water 2146,nan,400,401.0,,,0.0,0.0,10.123578475816954,3.126490584967938,27.9,n.f.,3.9,n.f.,,,,,,,,,,0.04,0.0,a,0.14,0.0,a,94057659.1369062,57888487.50593819,3.352394488438089,2.0632561796637083,,,,,312141.58958599647,283464.2704014173,,,123647861.30385426,11477.344727720847,0.05,0.01,0.0,0.0,,,,
851,2013,2013-11-08 02:16:00,2013-11-07 21:46:00,11,7,,b'2013-11-07',2013.8497,-64.668,10.5,207,1,CAR,3,CAR-207,93HG_207,Cast 3: 7 Nov 2013; in water 2146,nan,500,498.0,,,0.03963794350328246,0.0073617535713861315,18.235792569705517,3.4452554209300237,50.8,n.f.,7.3,n.f.,,,,,,,,,,0.03,0.0,a,0.14,0.0,a,173151599.77475908,24425258.46836683,8.326222303636914,1.1745206633722265,,,,,302214.825252873,274640.4798830853,,,115677721.63162728,10067.601073870843,0.03,0.0,0.0,0.0,,,,
852,2013,2013-11-08 02:16:00,2013-11-07 21:46:00,11,7,,b'2013-11-07',2013.8497,-64.668,10.5,207,1,CAR,3,CAR-207,93HG_207,Cast 3: 7 Nov 2013; in water 2146,nan,900,894.0,,,0.0,0.0,23.354011703955955,3.830746463053478,74.6,n.f.,12.4,n.f.,,,,,,,,,,,,n.f.,,,n.f.,171013925.70346573,30648279.46031405,8.223429435690779,1.4737628086746857,,,,,183093.65325539015,247066.1345132976,,,106379225.34736252,7815.815326447124,0.05,0.05,0.0,0.0,,,,
853,2013,2013-11-08 02:16:00,2013-11-07 21:46:00,11,7,,b'2013-11-07',2013.8497,-64.668,10.5,207,1,CAR,3,CAR-207,93HG_207,Cast 3: 7 Nov 2013; in water 2146,nan,1300,1290.0,,,0.0,0.0,27.722869265392745,4.017228887662648,82.4,n.f.,18.5,n.f.,,,,,,,,,,,,n.f.,,,n.f.,260796236.6977853,80537971.93328817,12.54072988942844,3.872774257199673,,,,,398173.5471397341,352951.62073328224,,,88114321.93184242,8282.201692490744,0.02,0.01,0.0,0.0,,,,
854,2014,2014-05-12 19:30:00,2014-05-12 15:00:00,5,12,,b'2014-05-12',2014.3634,-64.665,10.501,212,3,CAR,1,CAR-212,93HG_212,Cast 1: 12 May 2014: 1417 in water; 1500 on deck,nan,260,260.0,8.292419248436019,,5.187714588194415,0.023238423150261672,0.4531801782969187,2.0128673154327825,,n.f.,0.1,n.f.,,,,,,,,,,0.13,0.11,n.f.,0.02,0.0,a,407430508.18196976,94546161.41193882,14.521600926328265,3.369805641867127,,,,,126580.1721474566,33478.14575775064,,,199525499.30869484,9737.136633224956,0.37,0.03,0.6220129920625201,0.11648915392772365,,,,
855,2014,2014-05-12 19:30:00,2014-05-12 15:00:00,5,12,,b'2014-05-12',2014.3634,-64.665,10.501,212,3,CAR,1,CAR-212,93HG_212,Cast 1: 12 May 2014: 1417 in water; 1500 on deck,nan,275,275.0,1.9446937866806755,,1.438974036911414,0.021229973823940818,0.3440695829143201,2.368827343443417,,n.f.,0.3,n.f.,,,,,,,,,,0.02,0.0,a,0.02,0.0,a,296313096.8596144,41722273.21329374,10.56116431005692,1.4870614477207658,,,,,102697.12079887989,32671.324887170467,,,424818689.6275877,11096.201914359102,0.57,0.04,0.4236137697901611,0.06573529290122704,,,,
856,2014,2014-05-12 19:30:00,2014-05-12 15:00:00,5,12,,b'2014-05-12',2014.3634,-64.665,10.501,212,3,CAR,1,CAR-212,93HG_212,Cast 1: 12 May 2014: 1417 in water; 1500 on deck,nan,285,286.0,2.4038172482100792,,0.4513578956410907,0.02755828282299843,1.5773045435978834,2.2724723020774915,,n.f.,0.5,n.f.,,,,,,,,,,0.07,0.05,a,0.02,0.0,a,179022496.01935035,59992618.52781417,6.3807034373260585,2.1382514251909366,,,,,77221.8660270647,38657.23293041371,,,459988105.736101,14637.732341647225,1.11,0.5,0.4990911743593769,0.050791796432908924,,,,
857,2014,2014-05-12 19:30:00,2014-05-12 15:00:00,5,12,,b'2014-05-12',2014.3634,-64.665,10.501,212,3,CAR,1,CAR-212,93HG_212,Cast 1: 12 May 2014: 1417 in water; 1500 on deck,nan,293,291.0,1.3035306817594916,,0.3892140371864279,0.009764807736632585,2.01323783863096,2.4942356011933184,,n.f.,0.8,n.f.,,,,,,,,,,0.13,0.11,n.f.,0.2,0.01,n.f.,173878171.42109314,44847182.113147184,6.197349890276456,1.5984391650578678,,,,,155239.83376574866,53185.063647513554,,,988593276.4407556,40320.70861007986,1.76,1.61,6.5242505608334165,0.5998357755181175,,,,
858,2014,2014-05-12 19:30:00,2014-05-12 15:00:00,5,12,,b'2014-05-12',2014.3634,-64.665,10.501,212,3,CAR,1,CAR-212,93HG_212,Cast 1: 12 May 2014: 1417 in water; 1500 on deck,nan,310,310.0,,,0.03871871107337412,0.0045177293932438965,3.450165166922223,2.9457874233112635,1.6,n.f.,1.5,n.f.,,,,,,,,,,0.74,0.03,n.f.,0.36,0.01,n.f.,352900667.4404435,99752154.93993102,12.578053327602513,3.5553571872727203,,,,,121803.56187774125,57985.84939562058,,,251056809.26270023,16524.29442449851,1.67,0.71,11.899414421331208,2.0646921226160715,,,,
859,2014,2014-05-12 19:30:00,2014-05-12 15:00:00,5,12,,b'2014-05-12',2014.3634,-64.665,10.501,212,3,CAR,1,CAR-212,93HG_212,Cast 1: 12 May 2014: 1417 in water; 1500 on deck,nan,320,320.0,,,0.02380984105122233,0.004820413744379658,4.562396405115634,2.9707545992623685,6.8,n.f.,1.8,n.f.,,,,,,,,,,0.45,0.01,n.f.,0.18,0.0,n.f.,411545967.8605756,45755900.4178461,14.668283763967947,1.6308276198011582,,,,,72445.25575734937,37960.64915596294,,,154289761.54875588,3953.968329975753,1.35,0.06,12.124025353683304,1.1489547472312958,,,,
860,2014,2014-05-13 01:10:00,2014-05-12 20:40:00,5,12,,b'2014-05-12',2014.3634,-64.678,10.498,212,3,CAR,2,CAR-212,93HG_212,Cast 2: 12 May 2014: 2008 in water; 2040 on deck,nan,25,25.0,212.173646783318,,0.08593430106231531,0.006945082917328861,0.5016805961584161,0.10107606520009038,,n.f.,0.0,a,,,,,,,,,,,,n.f.,0.02,0.0,a,99799897.20618956,36857688.65118939,3.2561152438462813,1.2025351250826202,,,,,23883.051348576708,25569.35617694284,,,1312718003.2035928,48881.222095370824,17.7,2.53,1.6154056163142017,0.3897142426611939,,,,
861,2014,2014-05-13 01:10:00,2014-05-12 20:40:00,5,12,,b'2014-05-12',2014.3634,-64.678,10.498,212,3,CAR,2,CAR-212,93HG_212,Cast 2: 12 May 2014: 2008 in water; 2040 on deck,nan,100,101.0,135.65396587765377,,8.839499414218857,0.1513136628435914,0.3870346780166824,0.5433369452705396,,n.f.,0.0,a,,,,,,,,,,,,n.f.,,,n.f.,55044273.20135197,31618886.22425172,1.7958986138739792,1.0316116580312666,,,,,21494.74621371905,30121.473227592767,,,196977708.6539917,10587.858188811735,1.36,0.11,0.32780020516548736,0.091449574462202,,,,
862,2014,2014-05-13 01:10:00,2014-05-12 20:40:00,5,12,,b'2014-05-12',2014.3634,-64.678,10.498,212,3,CAR,2,CAR-212,93HG_212,Cast 2: 12 May 2014: 2008 in water; 2040 on deck,nan,175,175.0,74.54597060332122,,12.735849189348698,0.046447456358196866,0.5764224371582563,1.1652243488367182,,n.f.,0.0,a,,,,,,,,,,,,n.f.,,,n.f.,80251463.73281226,28072074.40650411,2.7620166543444813,0.9661572939143792,,,,,26271.35648343438,13667.395773501723,,,135664432.61500323,5176.959762163434,0.8,0.06,0.3710875610717339,0.08713253788448733,,,,
863,2014,2014-05-13 01:10:00,2014-05-12 20:40:00,5,12,,b'2014-05-12',2014.3634,-64.678,10.498,212,3,CAR,2,CAR-212,93HG_212,Cast 2: 12 May 2014: 2008 in water; 2040 on deck,nan,195,196.0,43.10819741398403,,10.971782823881616,0.03228322194201698,0.5839034812890552,1.5341744713955097,,n.f.,0.0,a,,,,,,,,,,,,n.f.,,,n.f.,368333641.2352151,148998050.16262132,12.676948234042618,5.128069655952593,,,,,59707.62837144178,21916.591008808144,,,133195409.17520244,6380.100846560413,0.45,0.04,0.7849228191799719,0.4607470878591778,,,,
