"","time_month","time.x","X10m_u_component_of_wind","X10m_v_component_of_neutral_wind","X10m_v_component_of_wind","X10m_wind_speed","X2m_temperature","benjamin_feir_index","coefficient_of_drag_with_waves","instantaneous_eastward_turbulent_surface_stress","instantaneous_northward_turbulent_surface_stress","lake_mix_layer_depth","lake_mix_layer_temperature","mean_wave_period","medium_cloud_cover","sea_surface_temperature","surface_pressure","v_component_stokes_drift","time.y","clear_sky_direct_solar_radiation_at_surface","evaporation","instantaneous_10m_wind_gust","instantaneous_large_scale_surface_precipitation_fraction","large_scale_precipitation","mean_evaporation_rate","mean_runoff_rate","mean_total_precipitation_rate","northward_turbulent_surface_stress","runoff","sub_surface_runoff","surface_runoff","surface_sensible_heat_flux","total_precipitation","O2_ml_L","O2_umol_kg","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH","Alkalinity_mol_kg","Alkalinity_umol_kg","TCO2","fCO2","pH_corrected","TCO2_corrected","fCO2_corrected","Salinity_bottles","Salinity_CTD","Temperature","Sigma_t","TPP","PIP","POC_ug_kg","PON_ug_kg","POC_ug_L","PN_ug_L","C_N_particulate","DON","DOP","DOC","TOC","PrimaryProductivity","Chlorophyll","Phaeopigments","Total_Prokaryotes","Bact_Biomass_mgC_m3","Bact_Biomass_uMC"
"390","10-1992",1992-10-03 07:33:20,-4.7903337,-2.1426,-2.074256,5.566824,300.3573,0.05896759,0.0008612685,-0.047983646,-0.019292038,49.260933,301.0675,4.991726,0.044394813,301.05765,101056.56,-0.02161666,1992-10-03 01:33:20,20063360,-0.0033033378,7.6198177,0.04827881,4.478272e-05,-3.8231054e-05,0,2.8923296e-06,-1776.2849,0,0,0,-377205,0.00025087665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","10-1993",1993-10-03 07:33:20,-5.046096,-2.4630098,-2.4020596,5.9293966,299.69617,0.0649271,0.000889183,-0.051309586,-0.022903323,49.26074,300.27582,4.644598,0.066432476,300.27237,101104.06,-0.024687327,1993-10-03 01:33:20,20624768,-0.0025577173,8.001468,0.087631226,7.576459e-05,-2.960283e-05,0,2.4849069e-06,-2121.7734,0,0,0,-335656,0.00021415911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","10-1994",1994-10-03 07:33:20,-3.930028,-1.8781881,-1.8046017,4.8011,299.8551,0.05488491,0.0008248107,-0.0344404,-0.014557563,49.261047,300.78406,5.260004,0.073683925,300.79736,100988.125,-0.018293306,1994-10-03 01:33:20,20706160,-0.002664145,6.6879587,0.1289978,0.00016442072,-3.083468e-05,0,1.3887301e-05,-1302.1719,0,0,0,-497697,0.0011990927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","10-1995",1995-10-03 07:33:20,-3.8680067,-1.5785227,-1.5171633,4.7655525,300.391,0.03961277,0.0008234391,-0.034313142,-0.013060566,49.26101,301.44482,5.331236,0.088440955,301.44836,100981.5,-0.015644904,1995-10-03 01:33:20,20769568,-0.0031400993,6.9061956,0.13096619,0.00020247926,-3.6342753e-05,0,1.7258164e-05,-1255.1265,0,0,0,-605238,0.0014904127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","10-1996",1996-10-03 07:33:20,-4.00126,-1.6979494,-1.6310654,4.8544245,300.201,0.04109192,0.00082405563,-0.035829067,-0.01363492,49.261166,301.0724,5.336153,0.08913742,301.07178,101011.125,-0.017727654,1996-10-03 01:33:20,20825120,-0.0028187782,6.74035,0.095062256,9.6622374e-05,-3.2624303e-05,0,7.8770545e-06,-1235.1428,0,0,0,-496528,0.0006812792,3.5370925679205,154.105300182992,5.65386976692417,0.576883030961302,2.39540349344818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7827954588444,36.7810825487691,23.4387849500268,25.1510119927649,NA,NA,102.084642938583,15.8050526166607,7.6508782246463,99.6240063478942,15.4240657282598,NA,NA,NA,NA,0.744122828822,0.308045400102195,0.377844117787068,4.51072055853363,14.7169649047115,1.22643473315699
"395","10-1997",1997-10-03 07:33:20,-4.2853556,-2.1878958,-2.1181393,5.3918686,300.78052,0.053609848,0.00086954236,-0.046975315,-0.021368444,49.260696,301.56958,5.4138165,0.11311859,301.56662,100994.625,-0.022383105,1997-10-03 01:33:20,20775168,-0.0033346862,7.4419394,0.11515808,0.0001866047,-3.85944e-05,0,1.0058521e-05,-1928.5781,0,0,0,-496185,0.000869415,3.45865730622649,150.755466649018,NA,NA,3.31468119764574,NA,NA,NA,NA,NA,8.03232318917325,0.00239784933605685,2397.84933605685,2082.62025180979,420.009694128725,8.03818741178739,2078.99243755848,413.125978827927,36.7429562553153,NA,24.7898652750466,24.7157824131828,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.873091587565,NA,0.643320747424886,0.324871725579952,0.418916486804084,1.43899193003729,4.69499459717067,0.39124151648603
"396","10-1998",1998-10-03 07:33:20,-4.166067,-1.7542334,-1.6942959,5.008402,300.3999,0.04573345,0.0008347819,-0.039592206,-0.014923882,49.26074,301.11682,4.9995337,0.13373566,301.10214,101067.75,-0.018235125,1998-10-03 01:33:20,20827120,-0.0029156916,7.006459,0.10510254,0.0001921864,-3.374832e-05,0,9.40767e-06,-1343.3865,0,0,0,-388050,0.00081433356,3.84814444226323,167.681302252116,NA,NA,NA,0.0228690007737745,0.0707203851464804,3.08374256912264,0.20613360244284,1.42388818254719,8.01780302324796,0.00241100622629497,2411.00622629497,2103.08963331201,427.702752843426,8.02461335425454,2098.92183482951,419.58652779911,36.8227060073035,36.8236202070277,24.1032350825496,24.9867715278403,NA,NA,61.2680093787048,10.9292605419825,6.89685321719647,59.7912061815422,10.6658267186929,NA,NA,78.0220899312861,NA,0.928217755803376,0.288277515918091,0.304168467684901,0.774045127435352,2.52542525961132,0.210446992276447
"397","10-1999",1999-10-03 07:33:20,-2.796422,-0.794971,-0.7629611,4.123172,300.36182,0.038215637,0.00079178694,-0.024700105,-0.0070708506,49.260464,301.79443,4.9974127,0.117176175,301.7946,101082.56,-0.009562854,1999-10-03 01:33:20,20755056,-0.0034668073,6.080989,0.12869263,0.00024077973,-4.0124694e-05,0,1.7590544e-05,-655.8347,0,0,0,-731051,0.0015212006,4.19947657839522,183.078410841516,NA,NA,NA,0.569373434241632,0.169001838108476,1.39039139736353,0.123139355731962,2.61610642043101,NA,NA,NA,NA,NA,NA,NA,NA,36.6932034419941,36.6885385818821,25.3359321506106,24.5053788348429,NA,NA,82.5858462225881,10.7625715164891,8.90126994054726,80.595129660402,10.5031413073828,NA,NA,104.92387447952,NA,0.372239549055732,0.121170701986081,0.186386483542886,0.780354561286042,2.54602491594082,0.212146744736136
"398","10-2000",2000-10-03 07:33:20,-4.3462048,-1.8181944,-1.7529488,5.113662,300.13403,0.04698181,0.00084009627,-0.04110223,-0.015587587,49.26074,300.99536,4.9204016,0.074999616,301.01974,101078.06,-0.01879749,2000-10-03 01:33:20,20877440,-0.0030601546,7.1063232,0.0925293,0.00011619527,-3.5419624e-05,0,7.394451e-06,-1441.085,0,0,0,-498605,0.00064116553,3.74443212117802,163.146146665283,NA,NA,NA,0.0760601762060849,0.115786122934304,2.99862424825929,0.174687404022873,1.32163432551403,8.01231091723285,0.00241287557248116,2412.87557248116,2108.09835988254,434.250736021051,8.01894896150105,2104.0399926192,426.216193312772,36.8082707337831,36.8090166810114,24.050168365087,24.989703872791,NA,NA,114.405593749689,14.2244227723546,9.71969992805135,111.647853432095,13.8815376271319,NA,NA,38.9458013727888,NA,0.602531190810811,0.139493349770477,0.234767963628383,0.795639407710656,2.59593235773469,0.216345528642874
"399","10-2001",2001-10-03 07:33:20,-4.439266,-2.0533085,-1.9967928,5.287919,299.96875,0.04922867,0.0008435934,-0.04150766,-0.016922496,49.260895,300.3949,4.7436466,0.108824134,300.40002,101040.81,-0.019591685,2001-10-03 01:33:20,20846160,-0.0023964904,7.023321,0.0975647,9.4912626e-05,-2.7737464e-05,0,3.942865e-06,-1463.7625,0,0,0,-215098,0.00034080632,3.60409214990815,157.016655372318,NA,NA,NA,0.0654478420289752,0.263931265265374,4.16034111091545,0.326063579128957,1.26891546016213,NA,NA,NA,NA,NA,NA,NA,NA,36.8307752220804,36.8478683856444,23.5382814997029,25.174061363841,NA,NA,107.252083773202,14.0924054835252,9.37457571546405,104.666784638261,13.7527411350691,NA,NA,NA,NA,1.07699249255872,0.334476178961216,0.439519031047981,NA,NA,NA
"400","10-2002",2002-10-03 07:33:20,-4.9446373,-2.26396,-2.2108479,5.7597713,299.94934,0.07240486,0.00086812326,-0.050543606,-0.020958126,49.2607,300.3805,4.619029,0.098780334,300.3528,100998.44,-0.022918645,2002-10-03 01:33:20,20965824,-0.002659876,7.739847,0.07052612,8.1414066e-05,-3.0786614e-05,0,4.632334e-06,-1895.8086,0,0,0,-195484,0.0003993865,4.32387078348784,188.490469364198,3.28167814229892,0.624740138992321,2.09944298459927,0.842972802419349,0.127151505068931,1.25180457521786,0.0780527508244435,1.65103529428369,8.06258348192733,0.00243994879593654,2439.94879593654,2103.19791304026,402.240509137389,8.06855668111316,2099.11746394448,394.977346916019,36.7270995145364,36.7396660042176,25.3542443506741,24.5414182266882,NA,NA,81.0737899454426,11.1799679728005,8.77084749237188,79.1195835708522,10.9104895362515,NA,NA,NA,NA,0.869754861001236,0.250675672237045,0.550565497575185,4.0629047227616,13.2558779789415,1.10464119728942
"401","10-2003",2003-10-03 07:33:20,-3.21035,-1.0281506,-0.9904556,4.1730213,300.6786,0.051390648,0.0007868293,-0.027095318,-0.008230757,49.261322,301.69556,4.752205,0.09287922,301.69568,100972.06,-0.011273649,2003-10-03 01:33:20,20828144,-0.0029046722,5.9484997,0.10749817,0.00015190688,-3.3618126e-05,0,1.3127007e-05,-724.5144,0,0,0,-492000,0.0011349525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","10-2004",2004-10-03 07:33:20,-3.128461,-1.185195,-1.1259384,4.255315,300.80518,0.038266182,0.0007939928,-0.026498973,-0.009060159,49.26105,302.24512,5.2639265,0.09960574,302.23676,100991.31,-0.012320194,2004-10-03 01:33:20,20730336,-0.0034264438,6.0055456,0.12542725,0.00021877215,-3.965893e-05,0,1.943756e-05,-723.01807,0,0,0,-732582,0.001679169,3.96339294630256,172.805981006915,NA,NA,NA,0.100918835672873,0.304648197553723,1.48285162346082,0.126247730210768,1.59148813175648,NA,NA,NA,NA,NA,NA,NA,NA,36.6965065580889,36.7000913598938,25.7480043251993,24.3857955777867,NA,NA,75.095580047895,13.2948778247771,7.06840022516181,73.2854089362906,12.9744111100986,6.06937694930945,0.493528537375129,NA,NA,0.810939044668073,0.208070058718512,0.357868677026614,5.21444476659497,17.0129419494802,1.4177327782379
"403","10-2005",2005-10-03 07:33:20,-3.5909061,-0.85876274,-0.8353771,4.8251276,301.20898,0.0729723,0.0008195932,-0.034542143,-0.008245267,49.260857,302.28186,5.134594,0.09504296,302.2752,100989.56,-0.010739028,2005-10-03 01:33:20,20852032,-0.003822811,6.6933374,0.06480408,9.391848e-05,-4.4247514e-05,0,6.7717674e-06,-808.1377,0,0,0,-584333,0.0005861218,4.08891080203846,178.294559217854,NA,NA,NA,0.063744562320405,0.189543105727884,1.24137716566664,0.117071652176917,0.855965599518775,8.05413013220185,0.00240667831180579,2406.67831180579,2078.48092821512,419.635868933223,8.06029148501164,2074.8116948538,412.69091539856,36.7632115864097,36.7468760741851,26.0557353791065,24.315855906119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230340233921542,0.308980737712141,3.17678002453292,10.3647262604089,0.863722923901021
"404","10-2006",2006-10-03 07:33:20,-3.9692707,-1.8094959,-1.7468214,4.918622,300.39172,0.053030968,0.00083225593,-0.03890747,-0.015595611,49.260544,301.03735,4.925041,0.109888285,301.03207,100991.94,-0.017644268,2006-10-03 01:33:20,20728096,-0.0026852451,6.718603,0.11027527,0.0001225367,-3.1079035e-05,0,5.177133e-06,-1363.833,0,0,0,-360515,0.0004470714,3.74895799349156,163.353956470211,NA,NA,NA,0.18848297773379,0.067652931535059,3.54205926286197,0.235686561914146,2.0815919689089,7.98997785972583,0.00240270707402173,2402.70707402173,2112.88408021332,453.768760060187,8.00244515454311,2105.28189185265,437.93402883678,36.7115966466167,36.707668064798,23.6109305275431,25.0422360603146,NA,NA,NA,NA,NA,NA,NA,6.6095792738606,0.186496754114941,72.5613876745267,69.6521311992089,0.574419535134299,0.439004347905245,0.467049410801351,2.46904064837805,8.05559553558869,0.671297709734014
"405","10-2007",2007-10-03 07:33:20,-3.3145218,-0.968545,-0.9330167,4.2758865,300.44128,0.043774605,0.0007935602,-0.029519677,-0.008254129,49.260933,301.47998,4.93725,0.16820067,301.48077,100997.19,-0.010357689,2007-10-03 01:33:20,20751680,-0.0030339584,6.165246,0.118927,0.00032135518,-3.511696e-05,0,1.5650308e-05,-767.4607,0,0,0,-539227,0.0013522552,3.95099873164425,172.23599937194,NA,NA,NA,0.0834593140538838,0.273367306538051,2.10638424495111,0.13087668339663,1.77609271379306,8.0318463493469,0.00239626067477137,2396.26067477137,2083.64111621981,428.52612621973,8.04946145446563,2072.49300164407,407.392887262943,36.6911320297377,36.6853185888075,25.1597746123533,24.5565282479411,NA,NA,67.9292223748758,11.4254421230594,7.55391017700748,66.2917989492236,11.1500362977768,NA,NA,118.447006144724,73.7702547088153,0.869906623367215,0.287236448221758,0.524038931179045,2.03136353673865,6.6276034547743,0.552313149735112
"406","10-2008",2008-10-03 07:33:20,-3.375844,-0.958022,-0.91805094,4.837059,300.5055,0.04692936,0.0008281055,-0.030915797,-0.008724418,49.260464,301.7162,5.213439,0.13821411,301.7063,101040.75,-0.012267381,2008-10-03 01:33:20,20563248,-0.003480237,6.7185163,0.15733337,0.00036170706,-4.0281884e-05,0,2.2940454e-05,-675.12573,0,0,0,-702413,0.0019830663,4.12518425175517,179.907540746966,NA,NA,NA,0.0553023345862249,0.129855867740228,1.23576073738557,0.0966493567488926,3.28313253342384,8.05627223911243,0.0023902756081772,2390.2756081772,2063.03695588835,413.058702693054,8.06891093150788,2055.01389913006,398.346593256245,36.5255781049603,36.526830811015,26.1564200625074,24.1266010053106,23.9741667467378,5.26777737267981,71.9322035141511,10.7129227347184,7.938548196397,70.1983035190359,10.4547096644096,NA,NA,201.486888956855,NA,NA,0.245214477415982,0.437018568160466,3.69985218950229,12.0712271878367,1.00594571748061
"407","10-2009",2009-10-03 07:33:20,-4.9700813,-2.4720907,-2.4138708,5.831403,299.98218,0.06953335,0.0008805385,-0.05007547,-0.022802532,49.26109,300.33228,4.6347723,0.10183373,300.3215,101014.44,-0.023937128,2009-10-03 01:33:20,20825568,-0.0025822185,8.033208,0.080459595,0.00010902548,-2.9887495e-05,0,5.646315e-06,-2164.746,0,0,0,-166584,0.00048827822,3.80124463122762,165.640015146393,NA,NA,NA,0.142131586496562,0.146829946143786,3.39752923166748,0.208244950412633,2.29728728820065,8.00696735458457,0.00240410318086073,2404.10318086073,2103.67054392426,437.490980013251,8.01874476386801,2096.47886639008,423.164368253044,36.7770767764067,36.7793918585497,23.9659800287576,24.9892649274968,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2913091922061,NA,NA,0.239316004102766,0.321209877743076,1.4701357110335,4.79659593442875,0.3997356260228
"408","10-2010",2010-10-03 07:33:20,-3.1143322,-1.1016026,-1.0478516,4.5033274,300.97412,0.054620743,0.00081439596,-0.028702319,-0.009076074,49.2607,302.4098,4.5910873,0.108835876,302.40604,101004.56,-0.012199964,2010-10-03 01:33:20,20742304,-0.0038787015,6.377714,0.11047363,0.00029189908,-4.4892324e-05,0,1.5913873e-05,-828.9658,0,0,0,-772964,0.0013759886,3.93220024991525,171.565190899183,NA,NA,NA,0.355043142041208,0.18029823519248,1.38398517301813,0.144819237756877,2.67207726786295,8.05856276141478,NA,NA,NA,NA,8.07160644881753,NA,NA,36.4642314022197,36.4917266315539,27.4131390281494,23.6947396701388,35.1047389383987,4.86751209092898,80.186618571367,14.2236131400657,6.88828427887284,78.2537431455962,13.8807080270595,NA,NA,73.2537747730675,NA,NA,0.192346734657041,0.225848789119915,5.45826149652488,17.8083049824111,1.4840394294467
"409","10-2011",2011-10-03 07:33:20,-3.9559412,-2.1423464,-2.0517845,5.0981903,299.91003,0.04924965,0.00084374147,-0.038026035,-0.017084718,49.2607,300.97913,4.8539114,0.15808207,300.97894,100979.44,-0.020033091,2011-10-03 01:33:20,20600096,-0.0031054579,7.119088,0.15835571,0.0003151719,-3.594547e-05,0,1.5994243e-05,-1570.0742,0,0,0,-567329,0.0013817027,3.68870908053271,160.764389448439,NA,NA,NA,0.378394176091291,0.0958530861400011,3.01669286361765,0.180756001348866,1.84068677353977,7.99460873856953,0.00240377145430641,2403.77145430641,2111.1760160201,459.548762165243,8.00648934471642,2104.05255533973,444.567310399878,36.7035855105583,36.7039536683984,24.3173676639347,24.8248711075406,21.0431508776944,4.78848906142187,80.9022256423684,12.6899011959744,7.37777860156366,78.9521302963084,12.3839897602785,NA,NA,66.030523592546,NA,NA,0.149547125277501,0.342163856372333,3.15312609195837,10.2875687919689,0.857298481756243
"410","10-2012",2012-10-03 07:33:20,-3.1503572,-0.9657717,-0.9332594,4.506151,300.75964,0.04431629,0.00080796913,-0.02787745,-0.008324381,49.261086,301.67603,5.073591,0.106805384,301.6945,100970.125,-0.011159919,2012-10-03 01:33:20,20738672,-0.0029660687,6.2333364,0.090774536,0.00013381886,-3.432903e-05,0,1.2011653e-05,-729.68384,0,0,0,-476037,0.001038091,3.78225678013471,164.878746856543,NA,NA,NA,0.152492256988058,0.113575971828486,2.76506711146099,0.187310751941587,3.5721040874775,8.00855783940279,0.00239491663717191,2394.91663717191,2095.26929594856,452.007676026816,8.02080827028983,2087.79542621821,436.697350924299,36.6313475060072,36.631466828039,24.9312993613901,24.5879706028286,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5775263353813,NA,NA,0.258275113628226,0.300163258489638,2.16714326489064,7.07062188802754,0.589225476891161
"411","10-2013",2013-10-03 07:33:20,-4.5160666,-2.0121346,-1.963171,5.3711624,300.08008,0.06542301,0.00085261883,-0.046080172,-0.018764965,49.260506,300.5597,4.626339,0.13185704,300.53992,101061.94,-0.021119848,2013-10-03 01:33:20,20829952,-0.002516549,7.206169,0.08288574,0.00015388662,-2.9126968e-05,0,4.9083483e-06,-1611.4922,0,0,0,-256134,0.0004255753,3.63874360361912,158.566631946534,NA,NA,NA,0.240917448586888,0.0565939852357323,3.54418840816197,0.238933728696286,3.11304089592571,7.986130998285,0.00241757824591914,2417.57824591914,2127.86797075863,467.825003811138,7.99841194502479,2120.5266315717,452.131045550658,36.7073068657401,36.7398289132517,23.8984605680983,24.9734089316464,25.5362308850076,6.58861295245056,72.6583303197371,8.70224155512369,9.81333648000618,70.9069189158208,8.49246897709737,NA,NA,74.3036996455008,NA,NA,0.228100132976752,0.396751559721612,1.55449924591144,5.07178786896094,0.422656094477568
"412","10-2014",2014-10-03 07:33:20,-3.5248413,-1.4025574,-1.3548841,4.531728,300.14832,0.043331146,0.00080353,-0.03136885,-0.011463854,49.26062,300.8667,5.196704,0.17712337,300.86255,101086.125,-0.013896406,2014-10-03 01:33:20,20772432,-0.0024994314,6.2077484,0.10336304,0.00015633805,-2.8929004e-05,0,1.259471e-05,-979.2744,0,0,0,-366660,0.0010874609,3.81942706440877,166.451077926702,NA,NA,NA,NA,NA,NA,NA,NA,7.99894310035828,0.00242928880511352,2429.28880511352,2131.58000170635,460.940279715477,8.0113424778089,2124.03095128499,445.260516364434,36.7860596864988,36.7869984289265,24.4121927051427,24.8636874158208,36.1547377693821,11.4255345843664,62.7174174996867,8.9610153123851,8.33971261149463,61.205649521084,8.74501812309365,NA,NA,73.7139108008062,NA,0.735411545286585,0.170663073252037,0.304121710371607,1.30906895661375,4.27108046451652,0.355927828114558
"413","10-2015",2015-10-03 07:33:20,-4.251149,-2.0686083,-2.0289192,5.259634,300.2317,0.062781334,0.0008400453,-0.041480184,-0.018085208,49.261047,300.38287,4.9562464,0.13450897,300.3693,101065.375,-0.020317726,2015-10-03 01:33:20,20900000,-0.0019130791,6.9998674,0.070388794,6.2175735e-05,-2.2140594e-05,0,2.8108607e-06,-1653.2305,0,0,0,-46692,0.00024336192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","10-2016",2016-10-03 07:33:20,-3.4925165,-1.2547426,-1.2125311,4.516676,300.7484,0.035084724,0.00079798815,-0.030298948,-0.009959128,49.261127,301.38647,5.6572275,0.09124783,301.39944,100944.125,-0.013558906,2016-10-03 01:33:20,20799520,-0.0024396926,6.168104,0.07991028,7.530338e-05,-2.8236493e-05,0,5.644293e-06,-883.35645,0,0,0,-309040,0.00048758602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","10-2017",2017-10-03 07:33:20,-4.266341,-1.7988892,-1.74401,5.0985756,300.25598,0.047151566,0.00084072445,-0.040949345,-0.015476625,49.26117,300.943,5.1669483,0.11361587,300.92953,101044.125,-0.017636217,2017-10-03 01:33:20,20683040,-0.0026447214,6.870083,0.11872864,0.00033158012,-3.0608557e-05,0,8.125769e-06,-1341.9529,0,0,0,-407604,0.00070224586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","10-2018",2018-10-03 07:33:20,-4.7444963,-1.9960756,-1.937315,5.4384212,300.3152,0.053552628,0.0008543746,-0.046247244,-0.017915368,49.26109,301.06702,5.218916,0.13113135,301.0672,101022.56,-0.020899735,2018-10-03 01:33:20,20791568,-0.0028835833,7.322463,0.13627625,0.0011236067,-3.3375938e-05,0,2.1909262e-05,-1557.5312,0,0,0,-413318,0.0018936638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","10-2019",2019-10-03 07:33:20,-4.259449,-1.4970875,-1.4527245,5.015622,300.69983,0.049591064,0.00083039724,-0.038214147,-0.012388121,49.26082,301.56555,5.276823,0.10123789,301.55566,101074.44,-0.015822891,2019-10-03 01:33:20,20878864,-0.0032026283,6.824834,0.08288574,0.000376585,-3.706917e-05,0,1.1665872e-05,-1098.7466,0,0,0,-444570,0.0010070873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","11-1979",1979-11-03 07:33:20,-4.7008085,-2.0456104,-1.9606934,5.4475994,300.2068,0.054411888,0.00086432765,-0.046278834,-0.017658234,49.2607,301.43054,5.0478516,0.092704475,301.4146,100902.56,-0.020804826,1979-11-03 01:33:20,19077216,-0.0037730038,7.7363424,0.11894226,0.00019764113,-4.3667445e-05,0,1.0770699e-05,-1737.6055,0,0,0,-763447,0.0009313191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","11-1980",1980-11-03 07:33:20,-5.8995705,-2.87564,-2.8121948,6.793906,299.47388,0.061312675,0.00095535326,-0.06968856,-0.032289207,49.26062,300.2035,4.912035,0.09940636,300.191,101096.56,-0.031299703,1980-11-03 01:33:20,19121728,-0.0035638846,9.301555,0.113601685,0.0001178676,-4.1249805e-05,0,4.247815e-06,-2999.375,0,0,0,-519554,0.00036733737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","11-1981",1981-11-03 07:33:20,-4.9169683,-2.3856897,-2.3057928,5.8636227,300.19324,0.058921814,0.00089070643,-0.052536905,-0.023063004,49.260582,301.2041,5.030513,0.07961886,301.191,100931.81,-0.024575982,1981-11-03 01:33:20,19106272,-0.003632661,8.052286,0.10916138,0.00017863879,-4.2045416e-05,0,1.0597513e-05,-2105.0938,0,0,0,-599724,0.0009145951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","11-1982",1982-11-03 07:33:20,-5.414118,-2.5779276,-2.511241,6.2554445,299.33154,0.060059547,0.00090376684,-0.06038797,-0.025283635,49.26066,299.95886,4.7381153,0.07361502,299.9447,101004.19,-0.026051696,1982-11-03 01:33:20,17470624,-0.0030150115,8.404152,0.08898926,8.091386e-05,-3.48952e-05,0,2.4710216e-06,-2299.957,0,0,0,-383253,0.00021314916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","11-1983",1983-11-03 07:33:20,-5.5205917,-2.6114225,-2.5695667,6.350151,299.3236,0.06726551,0.00090852496,-0.05977899,-0.025934696,49.261322,299.65558,4.754817,0.055738132,299.62363,101170.56,-0.026545998,1983-11-03 01:33:20,18602576,-0.0024876266,8.394635,0.06384277,2.9987204e-05,-2.8790411e-05,0,6.4730483e-07,-2374.1484,0,0,0,-133796,5.6075864e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
