,Cruise,Leg,Day,Month,Year,Date,Depth_target,Depth_real,O2_(ml/L),O2_(?mol/kg),NO3_UDO,PO4_UDO,Si(OH)4_UDO,NH4_USF,NO2_USF,NO3+NO2_USF,PO4_USF,Si(OH)4_USF,pH,Alkalinity_(mol/kg),Alkalinity_(?mol/kg),TCO2,fCO2,pH_corrected,TCO2_corrected,fCO2_corrected,Salinity_bottles,Salinity_CTD,Temperature,Sigma-t,TPP,PIP,POC_(?g/kg),PN_(?g/kg),POC_(?g/L),PN_(?g/L),C/N_particulate,DON,DOP,DOC,TOC,PrimaryProductivity,Chlorophyll,Phaeopigments,Total Prokaryotes ,Bact_Biomass_(mgC/m3),Bact_Biomass_(?MC),,
,,,,,,,target,real,,,UDO,UDO,UDO,USF,USF,USF,USF,USF,"at 25°C, no-corrected for impurities",,,,,"at 25°C, corrected for impurities",recalculated,recalculated,bottles,CTD,CTD,CTD,,,,,,,,USF,USF,,,,,,Decay Corrected,,,,
,nnn,n,dd,mm,yyyy,yyyy/mm/dd,m,m,ml/L,?mol/kg,?M,?M,?M,?M,?M,?M,?M,?M,,mol/kg,?mol/kg,?mol/kg,?atm,,?mol/kg,?atm,PSU,PSU,degC (°C),Kg/m3,nM,nM,?g/kg,?g/kg,?g/L,?g/L,mol/mol,?M,?M,?M,?M,mgC/m3/hr,mg/m3,mg/m3,(x10^8/L),mgC/m3,?MC,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,048,2,04,11,1999,1999/11/04,35,35.5,4.34,189.32,-9999,-9999,-9999,0.69,0.02,0.00,0.04,1.82,8.081,0.002436,2436,2088,397,8.087,2084,390,36.525,36.537,26.473,24.0440,-9999,-9999,55.58,7.94,8.17,54.24,7.75,-9999,-9999,67.00,-9999,1.00,0.56,0.42,,,,,
982,048,2,04,11,1999,1999/11/04,55,54.5,3.86,168.20,-9999,-9999,-9999,0.71,0.18,0.47,0.10,2.25,8.043,0.002463,2463,2136,431,8.049,2132,424,36.681,36.690,25.560,24.4460,-9999,-9999,83.60,10.50,9.28,81.58,10.25,-9999,-9999,63.00,-9999,0.29,0.79,0.70,,,,,
983,048,2,04,11,1999,1999/11/04,75,75.6,3.57,155.52,-9999,-9999,-9999,0.81,0.21,2.81,0.21,2.78,8.017,0.002454,2454,2144,441,8.023,2140,433,36.804,36.790,24.337,24.8960,-9999,-9999,36.22,4.77,8.86,35.34,4.66,-9999,-9999,71.00,-9999,0.00,0.19,0.16,,,,,
984,048,2,04,11,1999,1999/11/04,100,102.5,3.11,135.52,-9999,-9999,-9999,0.68,0.31,6.05,0.36,3.32,7.958,0.002443,2443,2167,480,7.963,2165,473,36.875,36.843,22.516,25.4720,-9999,-9999,44.55,6.74,7.71,43.47,6.58,-9999,-9999,68.00,-9999,0.00,0.08,0.06,,,,,
985,048,2,04,11,1999,1999/11/04,130,132.4,1.99,86.39,-9999,-9999,-9999,0.90,0.03,10.19,0.87,9.19,7.818,0.002406,2406,2209,608,7.822,2207,600,36.598,36.601,19.186,26.1970,-9999,-9999,28.67,4.00,8.36,27.98,3.90,-9999,-9999,72.00,-9999,-9999,-9999,-9999,,,,,
986,048,2,04,11,1999,1999/11/04,160,161.2,1.10,47.87,-9999,-9999,-9999,1.01,0.15,10.90,1.26,16.75,7.737,0.002422,2422,2262,735,7.741,2260,726,36.486,36.486,18.348,26.3240,-9999,-9999,33.10,4.51,8.55,32.30,4.41,-9999,-9999,56.00,-9999,-9999,-9999,-9999,,,,,
987,048,2,04,11,1999,1999/11/04,200,205.1,0.15,6.54,-9999,-9999,-9999,0.72,0.02,7.40,1.62,24.44,7.647,0.002419,2419,2297,914,7.651,2295,903,36.416,36.413,17.904,26.3790,-9999,-9999,48.24,6.40,8.80,47.08,6.24,-9999,-9999,63.00,-9999,-9999,-9999,-9999,,,,,
988,048,2,04,11,1999,1999/11/04,250,253.0,0.03,1.09,-9999,-9999,-9999,0.68,0.11,1.48,0.74,33.34,7.638,0.002427,2427,2309,933,7.642,2307,923,36.391,36.385,17.744,26.3970,-9999,-9999,53.97,9.82,6.41,52.67,9.58,-9999,-9999,47.00,-9999,-9999,-9999,-9999,,,,,
989,048,2,04,11,1999,1999/11/04,260,260.6,0.03,1.21,-9999,-9999,-9999,0.69,0.05,0.00,0.52,33.10,7.638,0.002429,2429,2311,934,7.642,2310,924,36.378,36.379,17.717,26.3990,-9999,-9999,55.30,8.02,8.04,53.97,7.83,-9999,-9999,48.00,-9999,-9999,-9999,-9999,,,,,
990,048,2,04,11,1999,1999/11/04,300,301.4,0.02,1.09,-9999,-9999,-9999,1.74,0.02,0.00,3.12,37.97,7.640,0.002440,2440,2319,929,7.644,2317,919,36.361,36.361,17.634,26.4050,-9999,-9999,52.18,8.45,7.20,50.92,8.25,-9999,-9999,44.00,-9999,-9999,-9999,-9999,,,,,
991,048,2,04,11,1999,1999/11/04,350,351.0,0.00,0.00,-9999,-9999,-9999,6.11,0.02,0.00,2.80,49.18,7.631,0.002438,2438,2320,946,7.634,2319,936,36.333,36.336,17.504,26.4180,-9999,-9999,47.70,3.23,17.23,46.55,3.15,-9999,-9999,798.00,-9999,-9999,-9999,-9999,,,,,
992,048,2,04,11,1999,1999/11/04,400,399.5,0.00,0.00,-9999,-9999,-9999,9.52,0.01,0.00,2.90,56.24,7.627,0.002437,2437,2321,951,7.632,2319,940,36.312,36.317,17.416,26.4250,-9999,-9999,42.55,4.05,12.26,41.52,3.95,-9999,-9999,44.00,-9999,-9999,-9999,-9999,,,,,
993,048,2,04,11,1999,1999/11/04,500,503.1,-9999,-9999,-9999,-9999,-9999,14.79,0.01,0.00,3.22,65.55,7.621,0.002454,2454,2339,967,7.628,2336,949,36.278,36.282,17.257,26.4370,-9999,-9999,42.55,4.05,12.26,41.52,3.95,-9999,-9999,44.00,-9999,-9999,-9999,-9999,,,,,
994,048,2,04,11,1999,1999/11/04,750,750.2,-9999,-9999,-9999,-9999,-9999,20.41,0.01,0.00,3.09,69.69,7.595,0.002462,2462,2358,1035,7.598,2356,1025,36.242,36.246,17.130,26.4400,-9999,-9999,37.10,4.26,10.17,36.20,4.15,-9999,-9999,48.00,-9999,-9999,-9999,-9999,,,,,
995,048,2,04,11,1999,1999/11/04,1000,999.3,-9999,-9999,-9999,-9999,-9999,22.51,0.03,0.00,3.47,79.39,7.583,0.002469,2469,2369,1069,7.587,2367,1059,36.234,36.236,17.133,26.4310,-9999,-9999,48.37,5.54,10.18,47.20,5.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
996,048,2,04,11,1999,1999/11/04,1250,1250.4,-9999,-9999,-9999,-9999,-9999,24.96,0.01,0.00,4.09,87.17,7.577,0.002501,2501,2402,1102,7.581,2400,1090,36.228,36.231,17.164,26.4200,-9999,-9999,48.43,7.08,7.98,47.26,6.91,-9999,-9999,61.00,-9999,-9999,-9999,-9999,,,,,
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,
998,049,1,07,12,1999,1999/12/07,1,2.6,4.36,190.38,-9999,-9999,-9999,0.15,0.01,0.16,0.38,2.95,8.105,0.002398,2398,2042,398,8.112,2038,390,36.079,36.073,28.577,23.0114,-9999,-9999,70.54,8.32,9.90,68.84,8.12,-9999,-9999,478.00,-9999,0.66,0.13,0.10,-9999,-9999,-9999,,
999,049,1,07,12,1999,1999/12/07,7,7.5,4.37,190.58,-9999,-9999,-9999,0.70,0.00,0.17,0.32,2.75,8.107,0.002387,2387,2031,394,8.113,2027,387,36.082,36.072,28.553,23.0184,-9999,-9999,73.65,8.49,10.12,71.87,8.28,-9999,-9999,89.00,-9999,0.89,0.12,0.09,0.64,2.08,0.17,,
1000,049,1,07,12,1999,1999/12/07,15,15.4,4.34,189.59,-9999,-9999,-9999,0.16,0.00,0.15,0.05,2.59,8.109,0.002402,2402,2044,392,8.115,2039,385,36.062,36.055,28.417,23.0507,-9999,-9999,69.00,8.57,9.39,67.34,8.37,-9999,-9999,522.00,-9999,0.57,0.13,0.12,-9999,-9999,-9999,,
1001,049,1,07,12,1999,1999/12/07,25,25.9,4.34,189.63,-9999,-9999,-9999,0.22,0.00,0.13,0.06,2.30,8.109,0.002413,2413,2054,393,8.116,2049,385,36.064,36.056,28.377,23.0649,-9999,-9999,59.95,5.59,12.52,58.51,5.45,-9999,-9999,-9999,-9999,1.10,0.12,0.11,0.68,2.20,0.18,,
1002,049,1,07,12,1999,1999/12/07,35,35.2,4.33,188.82,-9999,-9999,-9999,0.08,0.00,0.13,0.05,3.32,8.105,0.002395,2395,2039,392,8.112,2035,385,36.113,36.124,28.283,23.1468,-9999,-9999,64.78,6.87,11.01,63.22,6.70,-9999,-9999,404.00,-9999,0.69,0.15,0.17,-9999,-9999,-9999,,
1003,049,1,07,12,1999,1999/12/07,55,54.4,4.31,187.93,-9999,-9999,-9999,0.79,0.03,0.17,0.07,1.88,8.092,0.002421,2421,2069,399,8.099,2064,392,36.353,36.347,27.562,23.5515,-9999,-9999,72.47,10.11,8.36,70.72,9.86,-9999,-9999,-9999,-9999,0.58,0.33,0.45,2.37,7.74,0.65,,
1004,049,1,07,12,1999,1999/12/07,75,75.1,3.67,159.80,-9999,-9999,-9999,0.06,0.16,2.72,0.23,2.78,8.027,0.002445,2445,2129,433,8.033,2126,426,36.720,36.748,24.723,24.7476,-9999,-9999,52.32,7.55,8.09,51.06,7.37,-9999,-9999,203.00,-9999,0.13,0.14,0.30,0.37,1.20,0.10,,
1005,049,1,07,12,1999,1999/12/07,100,101.3,3.37,146.94,-9999,-9999,-9999,0.22,0.05,4.43,0.38,3.23,7.993,0.002445,2445,2149,449,7.999,2146,442,36.861,36.842,23.283,25.2488,-9999,-9999,70.15,6.77,12.09,68.46,6.61,-9999,-9999,275.00,-9999,0.20,0.07,0.20,0.35,1.13,0.09,,
1006,049,1,07,12,1999,1999/12/07,130,128.5,2.78,121.18,-9999,-9999,-9999,0.15,0.03,7.54,0.62,6.44,7.792,0.002392,2392,2207,684,7.797,2205,674,36.734,36.713,20.579,25.9136,-9999,-9999,50.12,6.19,9.45,48.91,6.04,-9999,-9999,197.00,-9999,-9999,-9999,-9999,0.41,1.39,0.12,,
1007,049,1,07,12,1999,1999/12/07,160,159.6,1.37,59.42,-9999,-9999,-9999,0.13,0.01,11.82,1.30,16.07,7.769,0.002403,2403,2229,676,7.774,2226,667,36.526,36.521,18.617,26.2826,-9999,-9999,42.24,3.63,13.59,41.23,3.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.42,1.46,0.12,,
1008,049,1,07,12,1999,1999/12/07,200,201.4,0.20,8.72,-9999,-9999,-9999,0.04,0.01,8.62,1.94,29.29,7.654,0.002405,2405,2279,892,7.658,2278,882,36.422,36.418,17.941,26.3735,-9999,-9999,29.51,2.09,16.48,28.80,2.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.29,1.00,0.08,,
1009,049,1,07,12,1999,1999/12/07,225,228.5,0.06,2.83,-9999,-9999,-9999,0.08,0.00,6.09,2.01,33.79,7.639,0.002425,2425,2305,932,7.643,2303,922,36.431,36.397,17.823,26.3862,-9999,-9999,23.69,3.11,8.88,23.12,3.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.44,1.53,0.13,,
1010,049,1,07,12,1999,1999/12/07,250,251.7,0.05,2.13,-9999,-9999,-9999,0.16,0.21,1.71,1.09,37.97,7.639,0.002429,2429,2309,930,7.643,2307,920,36.372,36.379,17.730,26.3956,-9999,-9999,30.90,4.31,8.37,30.16,4.20,-9999,-9999,207.00,-9999,-9999,-9999,-9999,0.89,3.16,0.26,,
1011,049,1,07,12,1999,1999/12/07,300,301.1,0.00,0.08,-9999,-9999,-9999,2.79,0.00,0.10,2.70,45.71,7.636,0.002433,2433,2314,934,7.640,2312,924,36.361,36.352,17.598,26.4077,-9999,-9999,37.09,2.94,14.70,36.19,2.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.18,4.19,0.35,,
1012,049,1,07,12,1999,1999/12/07,350,351.3,0.00,0.00,-9999,-9999,-9999,4.85,0.00,0.10,2.89,49.65,7.633,0.002444,2444,2325,942,7.637,2323,933,36.345,36.335,17.513,26.4147,-9999,-9999,60.28,3.88,18.12,58.83,3.79,-9999,-9999,459.00,-9999,-9999,-9999,-9999,1.04,3.71,0.31,,
1013,049,1,07,12,1999,1999/12/07,400,406.3,0.00,0.00,-9999,-9999,-9999,8.84,0.00,0.09,2.98,54.77,7.626,0.002448,2448,2332,958,7.630,2330,948,36.318,36.312,17.408,26.4229,-9999,-9999,39.68,5.33,8.68,38.72,5.20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.71,2.54,0.21,,
1014,049,1,07,12,1999,1999/12/07,500,505.3,-9999,-9999,-9999,-9999,-9999,14.44,0.00,0.09,3.27,63.78,7.610,0.002477,2477,2366,1003,7.614,2364,993,36.282,36.275,17.243,26.4346,-9999,-9999,41.49,7.29,6.64,40.49,7.12,-9999,-9999,255.00,-9999,-9999,-9999,-9999,0.69,3.34,0.28,,
1015,049,1,07,12,1999,1999/12/07,750,752.2,-9999,-9999,-9999,-9999,-9999,19.26,0.00,0.08,3.55,65.71,7.594,0.002474,2474,2369,1041,7.598,2368,1030,36.271,36.245,17.144,26.4354,-9999,-9999,58.96,6.61,10.40,57.54,6.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.39,1.86,0.15,,
1016,049,1,07,12,1999,1999/12/07,1000,1001.3,-9999,-9999,-9999,-9999,-9999,21.14,0.00,0.08,3.67,77.82,7.593,0.002502,2502,2397,1058,7.597,2396,1046,36.244,36.234,17.138,26.4288,-9999,-9999,52.05,8.91,6.81,50.79,8.70,-9999,-9999,230.00,-9999,-9999,-9999,-9999,0.58,2.78,0.23,,
1017,049,1,07,12,1999,1999/12/07,1228,1228.9,-9999,-9999,-9999,-9999,-9999,23.83,0.00,0.08,3.82,79.18,7.581,0.002498,2498,2397,1089,7.585,2396,1078,36.261,36.236,17.160,26.4245,-9999,-9999,45.23,5.50,9.59,44.14,5.37,-9999,-9999,48.00,-9999,-9999,-9999,-9999,0.66,3.15,0.26,,
1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,050,1,11,01,2000,2000/01/11,1,1.9,4.64,202.21,-9999,-9999,-9999,0.08,0.02,0.40,0.09,2.07,8.065,0.002421,2421,2083,393,8.071,2079,386,36.825,36.819,25.283,24.6300,-9999,-9999,243.88,30.67,9.28,238.00,29.93,-9999,-9999,118.00,-9999,11.64,1.10,0.77,-9999,-9999,-9999,,
1020,050,1,11,01,2000,2000/01/11,7,7.4,4.43,192.94,-9999,-9999,-9999,0.10,0.05,0.90,0.12,3.13,8.045,0.002413,2413,2089,407,8.051,2085,401,36.744,36.805,24.819,24.7610,-9999,-9999,193.56,28.62,7.89,188.90,27.93,-9999,-9999,359.00,-9999,14.98,0.90,0.65,0.55,1.79,0.15,,
1021,050,1,11,01,2000,2000/01/11,15,15.1,4.28,186.36,-9999,-9999,-9999,0.09,0.07,1.49,0.17,3.17,8.034,0.002417,2417,2100,416,8.040,2096,409,36.777,36.777,24.510,24.8340,-9999,-9999,172.66,28.53,7.06,168.49,27.85,-9999,-9999,105.00,105,8.04,0.82,0.66,-9999,-9999,-9999,,
1022,050,1,11,01,2000,2000/01/11,25,25.8,4.18,182.13,-9999,-9999,-9999,0.10,0.08,1.85,0.17,2.89,8.029,0.002416,2416,2101,421,8.035,2098,414,36.791,36.787,24.464,24.8560,-9999,-9999,139.29,23.67,6.87,135.93,23.10,-9999,-9999,91.00,91,3.20,0.70,0.60,0.66,2.16,0.18,,
1023,050,1,11,01,2000,2000/01/11,35,36.5,3.85,167.61,-9999,-9999,-9999,0.20,0.14,3.02,0.25,3.10,8.015,0.002423,2423,2117,434,8.021,2113,427,36.814,36.826,24.162,24.9770,-9999,-9999,99.62,14.37,8.09,97.22,14.03,-9999,-9999,92.00,92,1.08,0.34,0.29,-9999,-9999,-9999,,
1024,050,1,11,01,2000,2000/01/11,55,56.5,3.05,132.62,-9999,-9999,-9999,0.12,0.03,6.94,0.54,5.10,7.944,0.002417,2417,2153,478,7.949,2149,471,36.776,36.785,21.703,25.6580,-9999,-9999,42.42,4.39,11.27,41.40,4.29,-9999,-9999,76.00,76,0.13,0.05,0.11,0.47,1.54,0.13,,
1025,050,1,11,01,2000,2000/01/11,75,77.9,2.94,128.12,-9999,-9999,-9999,0.08,0.02,7.58,0.58,5.08,7.931,0.002422,2422,2165,487,7.936,2162,480,36.752,36.746,21.194,25.7700,-9999,-9999,44.42,5.42,9.57,43.35,5.29,-9999,-9999,140.00,140,0.11,0.03,0.06,0.32,1.05,0.09,,
1026,050,1,11,01,2000,2000/01/11,100,98.6,2.84,123.57,-9999,-9999,-9999,0.12,0.01,8.32,0.65,5.79,7.911,0.002414,2414,2168,500,7.916,2165,492,36.715,36.707,20.562,25.9140,-9999,-9999,42.00,4.90,9.99,40.99,4.79,-9999,-9999,127.00,127,0.20,0.01,0.03,0.34,1.11,0.09,,
1027,050,1,11,01,2000,2000/01/11,130,130.5,-9999,-9999,-9999,-9999,-9999,0.22,0.01,9.18,0.76,6.97,7.890,0.002388,2388,2155,502,7.895,2153,495,36.619,36.621,19.527,26.1170,-9999,-9999,39.86,5.25,8.86,38.90,5.12,-9999,-9999,98.00,98,-9999,-9999,-9999,0.36,1.24,0.10,,
1028,050,1,11,01,2000,2000/01/11,160,161.1,2.09,90.89,-9999,-9999,-9999,0.16,0.01,10.50,1.08,11.71,7.826,0.002407,2407,2206,584,7.831,2203,576,36.549,36.546,18.767,26.2630,-9999,-9999,51.84,5.33,11.34,50.59,5.20,-9999,-9999,200.00,-9999,-9999,-9999,-9999,0.34,1.17,0.10,,
1029,050,1,11,01,2000,2000/01/11,200,199.2,0.24,10.28,-9999,-9999,-9999,0.14,0.01,7.98,1.97,29.47,7.666,0.002416,2416,2286,870,7.670,2284,861,36.430,36.429,17.970,26.3750,-9999,-9999,64.66,9.85,7.66,63.10,9.61,-9999,-9999,88.00,88,-9999,-9999,-9999,0.34,1.17,0.10,,
1030,050,1,11,01,2000,2000/01/11,250,250.9,0.03,1.13,-9999,-9999,-9999,0.13,0.06,0.68,1.40,38.63,7.646,0.002413,2413,2291,906,7.651,2289,895,36.382,36.384,17.719,26.4020,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,114.00,-9999,-9999,-9999,-9999,1.15,4.11,0.34,,
1031,050,1,11,01,2000,2000/01/11,270,269.3,0.04,1.56,-9999,-9999,-9999,1.10,0.00,0.17,2.57,41.04,7.647,0.002428,2428,2305,908,7.652,2303,898,36.375,36.375,17.680,26.4050,-9999,-9999,75.58,13.86,6.36,73.76,13.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.66,9.49,0.79,,
1032,050,1,11,01,2000,2000/01/11,300,300.3,0.00,0.00,-9999,-9999,-9999,2.07,0.00,0.16,2.94,44.05,7.644,0.002399,2399,2277,902,7.648,2275,892,36.359,36.357,17.591,26.4130,-9999,-9999,72.26,6.44,13.09,70.52,6.28,-9999,-9999,111.00,-9999,-9999,-9999,-9999,0.83,2.96,0.25,,
1033,050,1,11,01,2000,2000/01/11,350,363.3,0.00,0.00,-9999,-9999,-9999,4.25,0.00,0.17,2.88,48.12,7.637,0.002431,2431,2311,929,7.641,2310,919,36.341,36.343,17.523,26.4190,-9999,-9999,42.58,5.08,9.79,41.55,4.95,-9999,-9999,217.00,-9999,-9999,-9999,-9999,1.13,4.04,0.34,,
1034,050,1,11,01,2000,2000/01/11,400,419.8,0.00,0.00,-9999,-9999,-9999,7.69,0.01,0.17,2.97,55.11,7.632,0.002440,2440,2322,941,7.636,2320,930,36.321,36.323,17.426,26.4270,-9999,-9999,46.77,5.76,9.48,45.64,5.62,-9999,-9999,118.00,-9999,-9999,-9999,-9999,0.66,2.36,0.20,,
1035,050,1,11,01,2000,2000/01/11,500,516.3,-9999,-9999,-9999,-9999,-9999,13.54,0.00,0.17,3.31,65.02,7.616,0.002448,2448,2336,977,7.621,2334,967,36.285,36.287,17.275,26.4360,-9999,-9999,61.34,6.10,11.73,59.86,5.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.57,2.72,0.23,,
1036,050,1,11,01,2000,2000/01/11,750,751.0,-9999,-9999,-9999,-9999,-9999,19.14,0.00,0.17,3.64,78.40,7.595,0.002455,2455,2350,1030,7.600,2348,1019,36.248,36.249,17.138,26.4400,-9999,-9999,54.64,6.18,10.31,53.33,6.04,-9999,-9999,87.00,-9999,-9999,-9999,-9999,-9999,2.45,0.20,,
1037,050,1,11,01,2000,2000/01/11,1000,986.3,-9999,-9999,-9999,-9999,-9999,21.43,0.00,0.17,3.77,83.82,7.588,0.002468,2468,2365,1055,7.592,2364,1044,36.236,36.236,17.134,26.4310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,141.00,-9999,-9999,-9999,-9999,0.51,2.45,0.20,,
1038,050,1,11,01,2000,2000/01/11,1100,1087.3,-9999,-9999,-9999,-9999,-9999,22.29,0.00,0.18,3.82,85.86,7.587,0.002467,2467,2365,1058,7.591,2364,1047,36.235,36.233,17.145,26.4260,-9999,-9999,47.16,5.42,10.16,46.02,5.29,-9999,-9999,283.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,051,1,08,02,2000,2000/02/08,1,2.0,4.25,185.00,-9999,-9999,-9999,0.65,0.20,1.66,0.20,2.12,8.017,0.002426,2426,2118,423,8.023,2114,416,36.816,36.802,23.664,25.1060,-9999,-9999,217.51,29.61,8.57,212.26,28.90,-9999,-9999,153.00,-9999,9.93,1.11,0.75,-9999,-9999,-9999,,
1041,051,1,08,02,2000,2000/02/08,7,7.4,4.13,179.96,-9999,-9999,-9999,0.56,0.21,1.80,0.21,2.26,8.014,0.002424,2424,2118,423,8.019,2114,416,36.820,36.854,23.447,25.2100,-9999,-9999,235.93,32.08,8.58,230.24,31.31,-9999,-9999,110.00,-9999,3.14,1.08,0.68,4.10,13.39,1.12,,
1042,051,1,08,02,2000,2000/02/08,15,15.7,4.09,178.32,-9999,-9999,-9999,0.53,0.22,2.12,0.23,2.45,8.012,0.002426,2426,2121,416,8.018,2117,409,36.819,36.811,22.917,25.3320,-9999,-9999,214.22,32.17,7.77,209.05,31.39,-9999,-9999,343.00,-9999,4.19,1.04,0.69,-9999,-9999,-9999,,
1043,051,1,08,02,2000,2000/02/08,25,24.5,4.18,181.93,-9999,-9999,-9999,0.32,0.18,2.40,0.25,2.46,8.015,0.002421,2421,2114,411,8.021,2111,404,36.818,36.811,22.870,25.3460,-9999,-9999,181.95,27.99,7.58,177.56,27.32,-9999,-9999,185.00,-9999,1.05,1.11,0.70,-9999,-9999,-9999,,
1044,051,1,08,02,2000,2000/02/08,35,36.7,3.45,150.27,-9999,-9999,-9999,0.54,0.36,4.15,0.37,3.45,7.972,0.002426,2426,2145,450,7.977,2141,443,36.801,36.883,22.019,25.6440,-9999,-9999,159.48,23.31,7.98,155.64,22.75,-9999,-9999,191.00,-9999,0.00,0.18,0.47,-9999,-9999,-9999,,
1045,051,1,08,02,2000,2000/02/08,55,56.6,3.02,131.40,-9999,-9999,-9999,0.22,0.07,7.95,0.56,4.26,7.923,0.002414,2414,2161,481,7.928,2158,474,36.740,36.728,20.443,25.9620,-9999,-9999,65.09,7.72,9.84,63.52,7.53,-9999,-9999,132.00,-9999,0.00,0.10,0.22,0.43,1.39,0.12,,
1046,051,1,08,02,2000,2000/02/08,75,77.1,2.91,126.73,-9999,-9999,-9999,0.21,0.05,8.45,0.64,5.37,7.909,0.002409,2409,2165,492,7.914,2162,485,36.690,36.681,20.057,26.0290,-9999,-9999,62.26,6.10,11.91,60.76,5.95,-9999,-9999,125.00,-9999,-9999,0.05,0.10,0.44,1.45,0.12,,
1047,051,1,08,02,2000,2000/02/08,100,100.6,3.04,132.47,-9999,-9999,-9999,0.21,0.04,8.43,0.63,4.83,7.913,0.002402,2402,2156,479,7.918,2153,472,36.661,36.657,19.770,26.0870,-9999,-9999,44.28,4.82,10.71,43.22,4.71,-9999,-9999,235.00,-9999,-9999,0.04,0.08,0.46,1.51,0.13,,
1048,051,1,08,02,2000,2000/02/08,130,131.9,2.74,119.22,-9999,-9999,-9999,0.16,0.03,9.22,0.77,6.40,7.884,0.002403,2403,2173,510,7.889,2170,502,36.604,36.619,19.328,26.1740,-9999,-9999,82.13,7.38,12.99,80.15,7.20,-9999,-9999,107.00,-9999,-9999,-9999,-9999,0.43,1.46,0.12,,
1049,051,1,08,02,2000,2000/02/08,160,162.4,2.69,116.97,-9999,-9999,-9999,0.17,0.03,9.62,0.86,7.92,7.870,0.002401,2401,2178,519,7.875,2176,512,36.575,36.551,18.856,26.2440,-9999,-9999,54.69,4.99,12.78,53.37,4.87,-9999,-9999,118.00,-9999,-9999,-9999,-9999,0.52,1.78,0.15,,
1050,051,1,08,02,2000,2000/02/08,200,202.1,0.45,19.45,-9999,-9999,-9999,0.16,0.02,8.98,1.90,27.13,7.680,0.002402,2402,2266,835,7.684,2264,825,36.430,36.439,18.008,26.3730,-9999,-9999,42.68,3.72,13.40,41.66,3.63,-9999,-9999,134.00,-9999,-9999,-9999,-9999,0.44,1.53,0.13,,
1051,051,1,08,02,2000,2000/02/08,250,250.6,0.06,2.61,-9999,-9999,-9999,0.76,0.02,3.10,1.89,37.12,7.642,0.002418,2418,2297,919,7.647,2295,908,36.406,36.391,17.752,26.3990,-9999,-9999,51.70,7.04,8.57,50.46,6.87,-9999,-9999,140.00,-9999,-9999,-9999,-9999,0.81,2.90,0.24,,
1052,051,1,08,02,2000,2000/02/08,280,279.1,0.05,1.96,-9999,-9999,-9999,1.03,0.01,0.28,2.51,41.76,7.646,0.002414,2414,2291,906,7.650,2289,896,36.370,36.376,17.670,26.4080,-9999,-9999,63.25,8.83,8.36,61.73,8.61,-9999,-9999,104.00,-9999,-9999,-9999,-9999,2.29,8.17,0.68,,
1053,051,1,08,02,2000,2000/02/08,300,297.8,0.03,1.26,-9999,-9999,-9999,2.84,0.01,0.26,2.73,44.21,7.645,0.002422,2422,2300,910,7.649,2298,900,36.362,36.367,17.627,26.4120,-9999,-9999,59.24,5.76,12.00,57.81,5.62,-9999,-9999,115.00,-9999,-9999,-9999,-9999,1.16,4.15,0.35,,
1054,051,1,08,02,2000,2000/02/08,350,355.0,0.00,0.00,-9999,-9999,-9999,4.80,0.02,0.26,2.91,49.81,7.643,0.002421,2421,2299,910,7.647,2297,899,36.335,36.341,17.505,26.4220,-9999,-9999,80.50,7.89,11.90,78.56,7.70,-9999,-9999,115.00,-9999,-9999,-9999,-9999,0.91,3.23,0.27,,
1055,051,1,08,02,2000,2000/02/08,400,404.9,0.00,0.00,-9999,-9999,-9999,7.31,0.03,0.26,2.93,54.36,7.641,0.002435,2435,2313,918,7.645,2311,908,-9999,36.327,17.445,26.4250,-9999,-9999,90.97,9.42,11.26,88.77,9.20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.65,2.31,0.19,,
1056,051,1,08,02,2000,2000/02/08,500,506.9,-9999,-9999,-9999,-9999,-9999,12.58,0.00,0.24,3.17,67.28,7.622,0.002435,2435,2320,957,7.626,2319,947,36.284,36.290,17.282,26.4370,-9999,-9999,62.68,7.55,9.69,61.17,7.37,-9999,-9999,1688.00,-9999,-9999,-9999,-9999,0.81,3.91,0.33,,
